model_a,model_b,mean_difference,confidence_lower,confidence_upper,materiality_threshold,decision
databricks/dbrx-instruct,qwen/qwen1.5-32b,-0.0035113090685892872,-0.015915996380318483,0.00829479956736064,0.01,INSUFFICIENT_EVIDENCE
databricks/dbrx-instruct,qwen/qwen1.5-72b,-0.03269084532244657,-0.04759451132333822,-0.018820561280317012,0.01,B > A
databricks/dbrx-instruct,qwen/qwen1.5-7b,0.11501310173512269,0.0989176772696516,0.13061475345414844,0.01,A > B
databricks/dbrx-instruct,qwen/qwen2-72b-instruct,-0.08237587639951985,-0.10220752271075127,-0.06327739665535007,0.01,B > A
databricks/dbrx-instruct,qwen/qwen2.5-72b-instruct-turbo,-0.09257185118518646,-0.11417282908458525,-0.07121225514836776,0.01,B > A
databricks/dbrx-instruct,qwen/qwen2.5-7b-instruct-turbo,0.012192130336147865,-0.0036899364423346208,0.02796171622537398,0.01,INSUFFICIENT_EVIDENCE
databricks/dbrx-instruct,snowflake/snowflake-arctic-instruct,0.06429796910714154,0.05168525848460413,0.0772866663739971,0.01,A > B
deepseek-ai/deepseek-llm-67b-chat,deepseek-ai/deepseek-v3,-0.1464285214998677,-0.17519149053112557,-0.11718279515189829,0.01,B > A
deepseek-ai/deepseek-llm-67b-chat,google/gemma-2-27b,-0.032227404529608435,-0.04773149149810663,-0.01693512257835081,0.01,B > A
deepseek-ai/deepseek-llm-67b-chat,google/gemma-2-9b,0.003654696799110733,-0.012568878727178427,0.021685659062458913,0.01,INSUFFICIENT_EVIDENCE
deepseek-ai/deepseek-llm-67b-chat,google/gemma-7b,0.06367154778964637,0.047198332274683424,0.07943495546255364,0.01,A > B
deepseek-ai/deepseek-llm-67b-chat,meta/llama-2-13b,0.1709514730635363,0.15421042363426798,0.18904585610554642,0.01,A > B
deepseek-ai/deepseek-llm-67b-chat,meta/llama-2-70b,0.029676545625241735,0.01654854570601644,0.04375838685262055,0.01,A > B
deepseek-ai/deepseek-llm-67b-chat,meta/llama-2-7b,0.26742877243729407,0.24408674115074588,0.29138271468133753,0.01,A > B
deepseek-ai/deepseek-llm-67b-chat,meta/llama-3-70b,-0.06825983317074046,-0.08300205997118895,-0.05325698912964024,0.01,B > A
deepseek-ai/deepseek-llm-67b-chat,meta/llama-3-8b,0.057573118572494676,0.040010656742893065,0.07452091472317919,0.01,A > B
deepseek-ai/deepseek-llm-67b-chat,meta/llama-3.1-405b-instruct-turbo,-0.1198851975529224,-0.14486698109423213,-0.09596070290702145,0.01,B > A
deepseek-ai/deepseek-llm-67b-chat,meta/llama-3.1-70b-instruct-turbo,-0.07603792566084602,-0.09553943564145065,-0.056501092270137415,0.01,B > A
deepseek-ai/deepseek-llm-67b-chat,meta/llama-3.1-8b-instruct-turbo,0.16470803676581203,0.13708442968261864,0.19282948424562074,0.01,A > B
deepseek-ai/deepseek-llm-67b-chat,meta/llama-3.2-11b-vision-instruct-turbo,0.16023949550078237,0.1326598638596549,0.18839417213166565,0.01,A > B
deepseek-ai/deepseek-llm-67b-chat,meta/llama-3.2-90b-vision-instruct-turbo,-0.07770145485600817,-0.09641977339762864,-0.05904987755347013,0.01,B > A
deepseek-ai/deepseek-llm-67b-chat,meta/llama-3.3-70b-instruct-turbo,-0.06566690207064815,-0.08234736185332879,-0.049290139754582095,0.01,B > A
deepseek-ai/deepseek-llm-67b-chat,microsoft/phi-2,0.14079048989126933,0.1207708174870591,0.16064156779744662,0.01,A > B
deepseek-ai/deepseek-llm-67b-chat,microsoft/phi-3-medium-4k-instruct,-0.049328881150136165,-0.06538223535514627,-0.03396722840882556,0.01,B > A
deepseek-ai/deepseek-llm-67b-chat,microsoft/phi-3-small-8k-instruct,-0.03147177609649208,-0.04795130929987261,-0.014557979940930759,0.01,B > A
deepseek-ai/deepseek-llm-67b-chat,mistralai/mistral-7b-instruct-v0.3,0.12613016944141936,0.11160532748723344,0.14168818660296503,0.01,A > B
deepseek-ai/deepseek-llm-67b-chat,mistralai/mistral-7b-v0.1,0.15901010138907623,0.14172250565697384,0.1783000069374543,0.01,A > B
deepseek-ai/deepseek-llm-67b-chat,mistralai/mixtral-8x22b,-0.05325885882049099,-0.0690284157611572,-0.03860293587861227,0.01,B > A
deepseek-ai/deepseek-llm-67b-chat,mistralai/mixtral-8x7b-32kseqlen,0.0077069706322434066,-0.0076993950377541144,0.023167969478102773,0.01,INSUFFICIENT_EVIDENCE
deepseek-ai/deepseek-llm-67b-chat,mistralai/open-mistral-nemo-2407,0.07154309710894664,0.05316251147737653,0.0923247249981518,0.01,A > B
deepseek-ai/deepseek-llm-67b-chat,qwen/qwen1.5-110b-chat,-0.04237323782373473,-0.05952709208517088,-0.023908382663039244,0.01,B > A
deepseek-ai/deepseek-llm-67b-chat,qwen/qwen1.5-14b,0.03848483959886634,0.022061522022805435,0.05529783168937934,0.01,A > B
deepseek-ai/deepseek-llm-67b-chat,qwen/qwen1.5-32b,-0.019455211131487304,-0.03576809637494143,-0.00481567035962171,0.01,INSUFFICIENT_EVIDENCE
deepseek-ai/deepseek-llm-67b-chat,qwen/qwen1.5-72b,-0.04863474738534459,-0.06498826386467364,-0.03226265297750684,0.01,B > A
deepseek-ai/deepseek-llm-67b-chat,qwen/qwen1.5-7b,0.09906919967222468,0.08286037461066802,0.11660668163120298,0.01,A > B
deepseek-ai/deepseek-llm-67b-chat,qwen/qwen2-72b-instruct,-0.09831977846241786,-0.11943264746957558,-0.0781031687871064,0.01,B > A
deepseek-ai/deepseek-llm-67b-chat,qwen/qwen2.5-72b-instruct-turbo,-0.10851575324808446,-0.13240668792995536,-0.08602677363010101,0.01,B > A
deepseek-ai/deepseek-llm-67b-chat,qwen/qwen2.5-7b-instruct-turbo,-0.0037517717267501497,-0.02244612014580092,0.015012952143577663,0.01,INSUFFICIENT_EVIDENCE
deepseek-ai/deepseek-llm-67b-chat,snowflake/snowflake-arctic-instruct,0.04835406704424352,0.03191807081614317,0.06482997181700503,0.01,A > B
deepseek-ai/deepseek-v3,google/gemma-2-27b,0.11420111697025928,0.08780165362110738,0.1453839025648772,0.01,A > B
deepseek-ai/deepseek-v3,google/gemma-2-9b,0.15008321829897844,0.12073984743058114,0.17534255682450897,0.01,A > B
deepseek-ai/deepseek-v3,google/gemma-7b,0.21010006928951408,0.18143243001392068,0.2389374324593006,0.01,A > B
deepseek-ai/deepseek-v3,meta/llama-2-13b,0.317379994563404,0.2835903087736716,0.34883849296519787,0.01,A > B
deepseek-ai/deepseek-v3,meta/llama-2-70b,0.17610506712510943,0.1427090994382887,0.2085935423915286,0.01,A > B
deepseek-ai/deepseek-v3,meta/llama-2-7b,0.4138572939371618,0.38515634370687724,0.44269562245650906,0.01,A > B
deepseek-ai/deepseek-v3,meta/llama-3-70b,0.07816868832912727,0.0556938995076223,0.1027541546891513,0.01,A > B
deepseek-ai/deepseek-v3,meta/llama-3-8b,0.20400164007236235,0.17344196374009038,0.23374877840181518,0.01,A > B
deepseek-ai/deepseek-v3,meta/llama-3.1-405b-instruct-turbo,0.026543323946945304,0.015102344790055214,0.03975105158520049,0.01,A > B
deepseek-ai/deepseek-v3,meta/llama-3.1-70b-instruct-turbo,0.07039059583902169,0.04944136232953691,0.09244386412420087,0.01,A > B
deepseek-ai/deepseek-v3,meta/llama-3.1-8b-instruct-turbo,0.31113655826567976,0.2759071092743991,0.3448136003861338,0.01,A > B
deepseek-ai/deepseek-v3,meta/llama-3.2-11b-vision-instruct-turbo,0.30666801700065005,0.2697550371012654,0.34214582449473235,0.01,A > B
deepseek-ai/deepseek-v3,meta/llama-3.2-90b-vision-instruct-turbo,0.06872706664385955,0.04749091373643349,0.09171397528916528,0.01,A > B
deepseek-ai/deepseek-v3,meta/llama-3.3-70b-instruct-turbo,0.08076161942921957,0.059187254290958925,0.10484248512176926,0.01,A > B
deepseek-ai/deepseek-v3,microsoft/phi-2,0.28721901139113704,0.25439579398023804,0.31595103327235097,0.01,A > B
deepseek-ai/deepseek-v3,microsoft/phi-3-medium-4k-instruct,0.09709964034973155,0.0747781569811447,0.11849278080203848,0.01,A > B
deepseek-ai/deepseek-v3,microsoft/phi-3-small-8k-instruct,0.11495674540337562,0.09343440378516014,0.137192739072093,0.01,A > B
deepseek-ai/deepseek-v3,mistralai/mistral-7b-instruct-v0.3,0.27255869094128704,0.24272405489013177,0.3034207020063609,0.01,A > B
deepseek-ai/deepseek-v3,mistralai/mistral-7b-v0.1,0.30543862288894386,0.27220255448024144,0.3366463935693637,0.01,A > B
deepseek-ai/deepseek-v3,mistralai/mixtral-8x22b,0.09316966267937672,0.07142234989966513,0.11614905499920723,0.01,A > B
deepseek-ai/deepseek-v3,mistralai/mixtral-8x7b-32kseqlen,0.15413549213211108,0.12471858747706485,0.18102721808144184,0.01,A > B
deepseek-ai/deepseek-v3,mistralai/open-mistral-nemo-2407,0.21797161860881434,0.18629533956796207,0.25204624761482847,0.01,A > B
deepseek-ai/deepseek-v3,qwen/qwen1.5-110b-chat,0.10405528367613298,0.08380345198009516,0.125878085044774,0.01,A > B
deepseek-ai/deepseek-v3,qwen/qwen1.5-14b,0.18491336109873405,0.15827095470759933,0.20883019008046272,0.01,A > B
deepseek-ai/deepseek-v3,qwen/qwen1.5-32b,0.1269733103683804,0.10056669315995871,0.15059567400789298,0.01,A > B
deepseek-ai/deepseek-v3,qwen/qwen1.5-72b,0.09779377411452313,0.0762761934381626,0.11910798087603981,0.01,A > B
deepseek-ai/deepseek-v3,qwen/qwen1.5-7b,0.24549772117209237,0.21848256688920148,0.2717612550994581,0.01,A > B
deepseek-ai/deepseek-v3,qwen/qwen2-72b-instruct,0.04810874303744986,0.03169686380460667,0.06413073906384159,0.01,A > B
deepseek-ai/deepseek-v3,qwen/qwen2.5-72b-instruct-turbo,0.037912768251783246,0.024797086444458463,0.052382108104870144,0.01,A > B
deepseek-ai/deepseek-v3,qwen/qwen2.5-7b-instruct-turbo,0.14267674977311756,0.12266890962245923,0.16371361658811381,0.01,A > B
deepseek-ai/deepseek-v3,snowflake/snowflake-arctic-instruct,0.1947825885441112,0.1612768887366041,0.2257004120101544,0.01,A > B
google/gemma-2-27b,google/gemma-2-9b,0.03588210132871917,0.023230908767338663,0.04788114647256842,0.01,A > B
google/gemma-2-27b,google/gemma-7b,0.0958989523192548,0.07887030347557075,0.11124031147426594,0.01,A > B
google/gemma-2-27b,meta/llama-2-13b,0.20317887759314476,0.18182106066946888,0.2284833402643986,0.01,A > B
google/gemma-2-27b,meta/llama-2-70b,0.06190395015485017,0.044573435461434066,0.08003053786490953,0.01,A > B
google/gemma-2-27b,meta/llama-2-7b,0.2996561769669025,0.2755612225546762,0.3251346601820664,0.01,A > B
google/gemma-2-27b,meta/llama-3-70b,-0.036032428641132014,-0.05101347848286815,-0.022958792942869587,0.01,B > A
google/gemma-2-27b,meta/llama-3-8b,0.08980052310210311,0.0729701050039825,0.10661236986161392,0.01,A > B
google/gemma-2-27b,meta/llama-3.1-405b-instruct-turbo,-0.08765779302331396,-0.11439980492377656,-0.06453968828253238,0.01,B > A
google/gemma-2-27b,meta/llama-3.1-70b-instruct-turbo,-0.04381052113123758,-0.0658852139673529,-0.025198878921975292,0.01,B > A
google/gemma-2-27b,meta/llama-3.1-8b-instruct-turbo,0.19693544129542045,0.172438856650168,0.22454169685583675,0.01,A > B
google/gemma-2-27b,meta/llama-3.2-11b-vision-instruct-turbo,0.19246690003039077,0.16673968067184203,0.22114737947239868,0.01,A > B
google/gemma-2-27b,meta/llama-3.2-90b-vision-instruct-turbo,-0.04547405032639973,-0.06745509627666757,-0.02627254544045027,0.01,B > A
google/gemma-2-27b,meta/llama-3.3-70b-instruct-turbo,-0.03343949754103971,-0.0522876860224427,-0.016610284412175616,0.01,B > A
google/gemma-2-27b,microsoft/phi-2,0.17301789442087773,0.15230196590908834,0.19444164804095854,0.01,A > B
google/gemma-2-27b,microsoft/phi-3-medium-4k-instruct,-0.017101476620527727,-0.03445811372401479,-0.003549676986745395,0.01,INSUFFICIENT_EVIDENCE
google/gemma-2-27b,microsoft/phi-3-small-8k-instruct,0.0007556284331163576,-0.018062689383880608,0.015626006487967258,0.01,INSUFFICIENT_EVIDENCE
google/gemma-2-27b,mistralai/mistral-7b-instruct-v0.3,0.1583575739710278,0.1394148708823212,0.17732893483083734,0.01,A > B
google/gemma-2-27b,mistralai/mistral-7b-v0.1,0.19123750591868466,0.17142390930305995,0.21173766202790154,0.01,A > B
google/gemma-2-27b,mistralai/mixtral-8x22b,-0.021031454290882556,-0.036796837130923785,-0.006326769465456369,0.01,INSUFFICIENT_EVIDENCE
google/gemma-2-27b,mistralai/mixtral-8x7b-32kseqlen,0.03993437516185184,0.024971220022440812,0.05473591172786469,0.01,A > B
google/gemma-2-27b,mistralai/open-mistral-nemo-2407,0.10377050163855506,0.08420959170461229,0.12248197123971133,0.01,A > B
google/gemma-2-27b,qwen/qwen1.5-110b-chat,-0.010145833294126291,-0.03273176419982661,0.00927292684184641,0.01,INSUFFICIENT_EVIDENCE
google/gemma-2-27b,qwen/qwen1.5-14b,0.07071224412847478,0.053671254813949666,0.08502448953261456,0.01,A > B
google/gemma-2-27b,qwen/qwen1.5-32b,0.012772193398121131,-0.0028332366712669945,0.027441116340765737,0.01,INSUFFICIENT_EVIDENCE
google/gemma-2-27b,qwen/qwen1.5-72b,-0.016407342855736154,-0.03454001957178463,-0.0003324726155004104,0.01,INSUFFICIENT_EVIDENCE
google/gemma-2-27b,qwen/qwen1.5-7b,0.13129660420183314,0.11284962012875718,0.15056864241754575,0.01,A > B
google/gemma-2-27b,qwen/qwen2-72b-instruct,-0.06609237393280942,-0.08904800189001184,-0.04709011954817179,0.01,B > A
google/gemma-2-27b,qwen/qwen2.5-72b-instruct-turbo,-0.07628834871847603,-0.10189458402222319,-0.05459310712306629,0.01,B > A
google/gemma-2-27b,qwen/qwen2.5-7b-instruct-turbo,0.02847563280285828,0.011720129848574979,0.044676135534076414,0.01,A > B
google/gemma-2-27b,snowflake/snowflake-arctic-instruct,0.08058147157385195,0.06451719664772716,0.09555740021870446,0.01,A > B
google/gemma-2-9b,google/gemma-7b,0.06001685099053563,0.04391269478256029,0.07411626196328722,0.01,A > B
google/gemma-2-9b,meta/llama-2-13b,0.16729677626442557,0.14732980809863291,0.18788176595036105,0.01,A > B
google/gemma-2-9b,meta/llama-2-70b,0.026021848826131004,0.008543630732910992,0.043059769059428515,0.01,INSUFFICIENT_EVIDENCE
google/gemma-2-9b,meta/llama-2-7b,0.2637740756381834,0.2392099070111697,0.2900520175316238,0.01,A > B
google/gemma-2-9b,meta/llama-3-70b,-0.07191452996985118,-0.08756911119888838,-0.056650362880013565,0.01,B > A
google/gemma-2-9b,meta/llama-3-8b,0.05391842177338394,0.038417687446000784,0.07064328317464466,0.01,A > B
google/gemma-2-9b,meta/llama-3.1-405b-instruct-turbo,-0.12353989435203315,-0.14876596870662062,-0.09949005078610626,0.01,B > A
google/gemma-2-9b,meta/llama-3.1-70b-instruct-turbo,-0.07969262245995676,-0.10299274775211484,-0.058958314844175644,0.01,B > A
google/gemma-2-9b,meta/llama-3.1-8b-instruct-turbo,0.1610533399667013,0.1350464856712711,0.18962849837921736,0.01,A > B
google/gemma-2-9b,meta/llama-3.2-11b-vision-instruct-turbo,0.1565847987016716,0.1309902900200562,0.18401269101037096,0.01,A > B
google/gemma-2-9b,meta/llama-3.2-90b-vision-instruct-turbo,-0.08135615165511889,-0.10405611154566208,-0.06150123563877346,0.01,B > A
google/gemma-2-9b,meta/llama-3.3-70b-instruct-turbo,-0.06932159886975889,-0.08905082874904612,-0.05205193689392166,0.01,B > A
google/gemma-2-9b,microsoft/phi-2,0.13713579309215856,0.1195155426170865,0.15392818886054266,0.01,A > B
google/gemma-2-9b,microsoft/phi-3-medium-4k-instruct,-0.05298357794924689,-0.07074945538393332,-0.037676780488691275,0.01,B > A
google/gemma-2-9b,microsoft/phi-3-small-8k-instruct,-0.0351264728956028,-0.0540760699724426,-0.01899267584929618,0.01,B > A
google/gemma-2-9b,mistralai/mistral-7b-instruct-v0.3,0.12247547264230862,0.10535025835265856,0.13820071912626614,0.01,A > B
google/gemma-2-9b,mistralai/mistral-7b-v0.1,0.15535540458996547,0.13546700102708212,0.1758889262217283,0.01,A > B
google/gemma-2-9b,mistralai/mixtral-8x22b,-0.05691355561960172,-0.0737516825147653,-0.04148608854181218,0.01,B > A
google/gemma-2-9b,mistralai/mixtral-8x7b-32kseqlen,0.0040522738331326726,-0.010892775778162972,0.01910019770405529,0.01,INSUFFICIENT_EVIDENCE
google/gemma-2-9b,mistralai/open-mistral-nemo-2407,0.06788840030983591,0.0473898270965605,0.08689615112190771,0.01,A > B
google/gemma-2-9b,qwen/qwen1.5-110b-chat,-0.04602793462284545,-0.07002264631472895,-0.027424742643042933,0.01,B > A
google/gemma-2-9b,qwen/qwen1.5-14b,0.0348301427997556,0.022454728265993054,0.0468187368629615,0.01,A > B
google/gemma-2-9b,qwen/qwen1.5-32b,-0.02310990793059804,-0.037368588692891454,-0.009281182443006974,0.01,INSUFFICIENT_EVIDENCE
google/gemma-2-9b,qwen/qwen1.5-72b,-0.052289444184455316,-0.07100252008126531,-0.0369409093951159,0.01,B > A
google/gemma-2-9b,qwen/qwen1.5-7b,0.09541450287311395,0.07923882704615272,0.11209156080623402,0.01,A > B
google/gemma-2-9b,qwen/qwen2-72b-instruct,-0.1019744752615286,-0.1261243203326709,-0.08212072836683507,0.01,B > A
google/gemma-2-9b,qwen/qwen2.5-72b-instruct-turbo,-0.1121704500471952,-0.1347551435721825,-0.09074433954645181,0.01,B > A
google/gemma-2-9b,qwen/qwen2.5-7b-instruct-turbo,-0.007406468525860882,-0.024886730993788162,0.007386233724091823,0.01,INSUFFICIENT_EVIDENCE
google/gemma-2-9b,snowflake/snowflake-arctic-instruct,0.044699370245132784,0.03182968726532347,0.05753816530194916,0.01,A > B
google/gemma-7b,meta/llama-2-13b,0.10727992527388996,0.09119437573668591,0.12454038909052172,0.01,A > B
google/gemma-7b,meta/llama-2-70b,-0.033995002164404625,-0.050249038811125954,-0.018555053777379746,0.01,B > A
google/gemma-7b,meta/llama-2-7b,0.2037572246476477,0.18347626510890755,0.227257825562419,0.01,A > B
google/gemma-7b,meta/llama-3-70b,-0.1319313809603868,-0.1482230030597805,-0.1168058855282853,0.01,B > A
google/gemma-7b,meta/llama-3-8b,-0.006098429217151688,-0.020442018250614924,0.00896794808644064,0.01,INSUFFICIENT_EVIDENCE
google/gemma-7b,meta/llama-3.1-405b-instruct-turbo,-0.18355674534256877,-0.20970377253374198,-0.1595717993644291,0.01,B > A
google/gemma-7b,meta/llama-3.1-70b-instruct-turbo,-0.1397094734504924,-0.16065842167673558,-0.11777284275238077,0.01,B > A
google/gemma-7b,meta/llama-3.1-8b-instruct-turbo,0.10103648897616568,0.074890953464732,0.12769607093498517,0.01,A > B
google/gemma-7b,meta/llama-3.2-11b-vision-instruct-turbo,0.09656794771113598,0.0687517213746933,0.12488899577895904,0.01,A > B
google/gemma-7b,meta/llama-3.2-90b-vision-instruct-turbo,-0.1413730026456545,-0.1638506130317965,-0.11901498649668622,0.01,B > A
google/gemma-7b,meta/llama-3.3-70b-instruct-turbo,-0.12933844986029447,-0.1467043799257509,-0.1111752050142677,0.01,B > A
google/gemma-7b,microsoft/phi-2,0.07711894210162293,0.05840626030007857,0.09205992120629447,0.01,A > B
google/gemma-7b,microsoft/phi-3-medium-4k-instruct,-0.11300042893978254,-0.1298300724298523,-0.09565449112731311,0.01,B > A
google/gemma-7b,microsoft/phi-3-small-8k-instruct,-0.09514332388613844,-0.11353936106118723,-0.07822985202663538,0.01,B > A
google/gemma-7b,mistralai/mistral-7b-instruct-v0.3,0.06245862165177299,0.04756412496582579,0.07653396687222788,0.01,A > B
google/gemma-7b,mistralai/mistral-7b-v0.1,0.09533855359942987,0.07875634411646953,0.11383456351969502,0.01,A > B
google/gemma-7b,mistralai/mixtral-8x22b,-0.11693040661013736,-0.13340352309667802,-0.101499102804866,0.01,B > A
google/gemma-7b,mistralai/mixtral-8x7b-32kseqlen,-0.05596457715740295,-0.0705840082657087,-0.04196565455847383,0.01,B > A
google/gemma-7b,mistralai/open-mistral-nemo-2407,0.007871549319300274,-0.010176285743009338,0.025731124102343024,0.01,INSUFFICIENT_EVIDENCE
google/gemma-7b,qwen/qwen1.5-110b-chat,-0.1060447856133811,-0.12612962553712004,-0.08558698723796672,0.01,B > A
google/gemma-7b,qwen/qwen1.5-14b,-0.025186708190780026,-0.04177813685728858,-0.009192975927263279,0.01,INSUFFICIENT_EVIDENCE
google/gemma-7b,qwen/qwen1.5-32b,-0.08312675892113366,-0.09897433042884667,-0.06886187206361447,0.01,B > A
google/gemma-7b,qwen/qwen1.5-72b,-0.11230629517499095,-0.1294930512227899,-0.09564045504670243,0.01,B > A
google/gemma-7b,qwen/qwen1.5-7b,0.03539765188257832,0.02029047621178398,0.050708444754539984,0.01,A > B
google/gemma-7b,qwen/qwen2-72b-instruct,-0.16199132625206422,-0.1848595049396338,-0.13960065636680213,0.01,B > A
google/gemma-7b,qwen/qwen2.5-72b-instruct-turbo,-0.17218730103773083,-0.1956719217522667,-0.1483320060246592,0.01,B > A
google/gemma-7b,qwen/qwen2.5-7b-instruct-turbo,-0.06742331951639652,-0.08769177862129635,-0.049409097746136096,0.01,B > A
google/gemma-7b,snowflake/snowflake-arctic-instruct,-0.015317480745402842,-0.03048373686380887,-0.00058315292404239,0.01,INSUFFICIENT_EVIDENCE
meta/llama-2-13b,meta/llama-2-70b,-0.1412749274382946,-0.1591595949512983,-0.12547876781743958,0.01,B > A
meta/llama-2-13b,meta/llama-2-7b,0.09647729937375775,0.07705531669421181,0.11790786683860946,0.01,A > B
meta/llama-2-13b,meta/llama-3-70b,-0.23921130623427678,-0.26234208828222083,-0.21640697556262953,0.01,B > A
meta/llama-2-13b,meta/llama-3-8b,-0.11337835449104164,-0.13267032338372642,-0.09486530713461247,0.01,B > A
meta/llama-2-13b,meta/llama-3.1-405b-instruct-turbo,-0.29083667061645874,-0.3189612378058848,-0.2616137326214252,0.01,B > A
meta/llama-2-13b,meta/llama-3.1-70b-instruct-turbo,-0.24698939872438233,-0.2698929395109576,-0.2229055128196183,0.01,B > A
meta/llama-2-13b,meta/llama-3.1-8b-instruct-turbo,-0.0062434362977242756,-0.0337457484660909,0.022376058714262362,0.01,INSUFFICIENT_EVIDENCE
meta/llama-2-13b,meta/llama-3.2-11b-vision-instruct-turbo,-0.010711977562753959,-0.04080465372382908,0.01873060278829616,0.01,INSUFFICIENT_EVIDENCE
meta/llama-2-13b,meta/llama-3.2-90b-vision-instruct-turbo,-0.2486529279195445,-0.2720203873662156,-0.22419700819893137,0.01,B > A
meta/llama-2-13b,meta/llama-3.3-70b-instruct-turbo,-0.23661837513418443,-0.2611603721638314,-0.21416204662502333,0.01,B > A
meta/llama-2-13b,microsoft/phi-2,-0.03016098317226701,-0.049414034122089695,-0.012294256972805367,0.01,B > A
meta/llama-2-13b,microsoft/phi-3-medium-4k-instruct,-0.22028035421367248,-0.24131218915667413,-0.19946446705049511,0.01,B > A
meta/llama-2-13b,microsoft/phi-3-small-8k-instruct,-0.20242324916002838,-0.22415764983422715,-0.1810452238612655,0.01,B > A
meta/llama-2-13b,mistralai/mistral-7b-instruct-v0.3,-0.04482130362211695,-0.061794347742941666,-0.028216331208373805,0.01,B > A
meta/llama-2-13b,mistralai/mistral-7b-v0.1,-0.011941371674460093,-0.028836838056325625,0.006286880670768084,0.01,INSUFFICIENT_EVIDENCE
meta/llama-2-13b,mistralai/mixtral-8x22b,-0.2242103318840273,-0.24493250292221638,-0.20443590230781283,0.01,B > A
meta/llama-2-13b,mistralai/mixtral-8x7b-32kseqlen,-0.16324450243129288,-0.18272448195572166,-0.14353328501667253,0.01,B > A
meta/llama-2-13b,mistralai/open-mistral-nemo-2407,-0.09940837595458968,-0.11968501889582943,-0.07866732007272186,0.01,B > A
meta/llama-2-13b,qwen/qwen1.5-110b-chat,-0.21332471088727104,-0.23615447007295873,-0.18959858440153093,0.01,B > A
meta/llama-2-13b,qwen/qwen1.5-14b,-0.13246663346466997,-0.15294307438556565,-0.11279834690640375,0.01,B > A
meta/llama-2-13b,qwen/qwen1.5-32b,-0.19040668419502363,-0.21139815614665539,-0.17008556007952247,0.01,B > A
meta/llama-2-13b,qwen/qwen1.5-72b,-0.2195862204488809,-0.23882076138159763,-0.1975621319509193,0.01,B > A
meta/llama-2-13b,qwen/qwen1.5-7b,-0.07188227339131163,-0.0905200920200997,-0.05549514997731983,0.01,B > A
meta/llama-2-13b,qwen/qwen2-72b-instruct,-0.2692712515259542,-0.29596604690975853,-0.24432753128899867,0.01,B > A
meta/llama-2-13b,qwen/qwen2.5-72b-instruct-turbo,-0.2794672263116208,-0.3070489928989991,-0.25179189904142824,0.01,B > A
meta/llama-2-13b,qwen/qwen2.5-7b-instruct-turbo,-0.17470324479028648,-0.1989966667044456,-0.15191284993081405,0.01,B > A
meta/llama-2-13b,snowflake/snowflake-arctic-instruct,-0.1225974060192928,-0.14119371641180758,-0.10302955223386184,0.01,B > A
meta/llama-2-70b,meta/llama-2-7b,0.23775222681205233,0.21376554700513672,0.26395389188308693,0.01,A > B
meta/llama-2-70b,meta/llama-3-70b,-0.09793637879598219,-0.1165250721285619,-0.08112081353865604,0.01,B > A
meta/llama-2-70b,meta/llama-3-8b,0.027896572947252937,0.010140573646353153,0.04505617954988748,0.01,A > B
meta/llama-2-70b,meta/llama-3.1-405b-instruct-turbo,-0.14956174317816415,-0.17650911964302024,-0.12089321881373259,0.01,B > A
meta/llama-2-70b,meta/llama-3.1-70b-instruct-turbo,-0.10571447128608776,-0.12775739442048104,-0.08389806897372921,0.01,B > A
meta/llama-2-70b,meta/llama-3.1-8b-instruct-turbo,0.1350314911405703,0.108560646143509,0.1650001518069836,0.01,A > B
meta/llama-2-70b,meta/llama-3.2-11b-vision-instruct-turbo,0.13056294987554062,0.10226299232271367,0.16147017409976977,0.01,A > B
meta/llama-2-70b,meta/llama-3.2-90b-vision-instruct-turbo,-0.1073780004812499,-0.12885626365182246,-0.08537757428073318,0.01,B > A
meta/llama-2-70b,meta/llama-3.3-70b-instruct-turbo,-0.0953434476958899,-0.11648885505939735,-0.07504967801435723,0.01,B > A
meta/llama-2-70b,microsoft/phi-2,0.11111394426602755,0.0918315491463332,0.13031982744902953,0.01,A > B
meta/llama-2-70b,microsoft/phi-3-medium-4k-instruct,-0.0790054267753779,-0.09759799199451913,-0.06148493555999583,0.01,B > A
meta/llama-2-70b,microsoft/phi-3-small-8k-instruct,-0.06114832172173382,-0.0800153450912723,-0.04069506605959728,0.01,B > A
meta/llama-2-70b,mistralai/mistral-7b-instruct-v0.3,0.09645362381617763,0.08015409961334079,0.11229889301627921,0.01,A > B
meta/llama-2-70b,mistralai/mistral-7b-v0.1,0.12933355576383448,0.1131767086147663,0.14549301160439673,0.01,A > B
meta/llama-2-70b,mistralai/mixtral-8x22b,-0.08293540444573273,-0.09958213385173362,-0.06591441171477683,0.01,B > A
meta/llama-2-70b,mistralai/mixtral-8x7b-32kseqlen,-0.02196957499299833,-0.036290040322408346,-0.006609588317580041,0.01,INSUFFICIENT_EVIDENCE
meta/llama-2-70b,mistralai/open-mistral-nemo-2407,0.04186655148370491,0.02336878037527876,0.06253962781734354,0.01,A > B
meta/llama-2-70b,qwen/qwen1.5-110b-chat,-0.07204978344897646,-0.09353791235750077,-0.0505326709544726,0.01,B > A
meta/llama-2-70b,qwen/qwen1.5-14b,0.008808293973624603,-0.011746547861623957,0.02778131242282473,0.01,INSUFFICIENT_EVIDENCE
meta/llama-2-70b,qwen/qwen1.5-32b,-0.04913175675672904,-0.06602662275752365,-0.03260713296993289,0.01,B > A
