scenario_id,claim_family,truth_state,effect_size,raw_n,effective_n,cluster_count,family_count,models_per_family,family_correlation,family_imbalance,ability_spread,benchmark_count,measurement_noise,multiplicity,materiality,split,seed,generator_version,bootstrap_stability,external_validated,held_out,direction_consistent,transport_reversal,adversarial_case,method,estimate,standard_error,licensed,true_supported,false_directional_decision,CI_coverage,inflated_significance,false_transport,power_event,stress_case
POLICY_DEVELOPMENT-PRIMARY_PAIRWISE-820000,PRIMARY_PAIRWISE,,0.0,500,12,2,2,1,0.05,0.0,0.03,1,0.08,1,0.01,POLICY_DEVELOPMENT,820000,gaussian_mixture_v1.1,0.6,False,False,False,False,HIGH_RAW_LOW_EFFECTIVE_N,NAIVE_CHECKPOINT,-0.019236244197840445,0.003577708763999663,False,False,False,False,False,False,False,GENERAL_STRESS
POLICY_DEVELOPMENT-PRIMARY_PAIRWISE-820000,PRIMARY_PAIRWISE,,0.0,500,12,2,2,1,0.05,0.0,0.03,1,0.08,1,0.01,POLICY_DEVELOPMENT,820000,gaussian_mixture_v1.1,0.6,False,False,False,False,HIGH_RAW_LOW_EFFECTIVE_N,FAMILY_CLUSTER_BOOTSTRAP,-0.019236244197840445,0.02338090388900024,False,False,False,True,False,False,False,GENERAL_STRESS
POLICY_DEVELOPMENT-PRIMARY_PAIRWISE-820000,PRIMARY_PAIRWISE,,0.0,500,12,2,2,1,0.05,0.0,0.03,1,0.08,1,0.01,POLICY_DEVELOPMENT,820000,gaussian_mixture_v1.1,0.6,False,False,False,False,HIGH_RAW_LOW_EFFECTIVE_N,FAMILY_BALANCED,-0.019236244197840445,0.022211858694550227,False,False,False,True,False,False,False,GENERAL_STRESS
POLICY_DEVELOPMENT-PRIMARY_PAIRWISE-820000,PRIMARY_PAIRWISE,,0.0,500,12,2,2,1,0.05,0.0,0.03,1,0.08,1,0.01,POLICY_DEVELOPMENT,820000,gaussian_mixture_v1.1,0.6,False,False,False,False,HIGH_RAW_LOW_EFFECTIVE_N,ONE_MODEL_PER_FAMILY,-0.019236244197840445,0.056568542494923796,False,False,False,True,False,False,False,GENERAL_STRESS
POLICY_DEVELOPMENT-PRIMARY_PAIRWISE-820000,PRIMARY_PAIRWISE,,0.0,500,12,2,2,1,0.05,0.0,0.03,1,0.08,1,0.01,POLICY_DEVELOPMENT,820000,gaussian_mixture_v1.1,0.6,False,False,False,False,HIGH_RAW_LOW_EFFECTIVE_N,VALIDEVAL_LICENSING,-0.019236244197840445,0.02338090388900024,False,False,False,True,False,False,False,GENERAL_STRESS
POLICY_DEVELOPMENT-PRIMARY_PAIRWISE-820001,PRIMARY_PAIRWISE,SUPPORTED,0.025,10000,12,2,2,1,0.05,0.0,0.03,1,0.08,1,0.01,POLICY_DEVELOPMENT,820001,gaussian_mixture_v1.2,0.65,True,True,True,False,SMALL_EFFECT_HUGE_RAW_N,NAIVE_CHECKPOINT,0.0035907403999555325,0.0008,False,True,False,False,False,False,False,HUGE_RAW_N_TINY_EFFECTIVE_N
POLICY_DEVELOPMENT-PRIMARY_PAIRWISE-820001,PRIMARY_PAIRWISE,SUPPORTED,0.025,10000,12,2,2,1,0.05,0.0,0.03,1,0.08,1,0.01,POLICY_DEVELOPMENT,820001,gaussian_mixture_v1.2,0.65,True,True,True,False,SMALL_EFFECT_HUGE_RAW_N,FAMILY_CLUSTER_BOOTSTRAP,0.0035907403999555325,0.02338090388900024,False,True,False,True,False,False,False,HUGE_RAW_N_TINY_EFFECTIVE_N
POLICY_DEVELOPMENT-PRIMARY_PAIRWISE-820001,PRIMARY_PAIRWISE,SUPPORTED,0.025,10000,12,2,2,1,0.05,0.0,0.03,1,0.08,1,0.01,POLICY_DEVELOPMENT,820001,gaussian_mixture_v1.2,0.65,True,True,True,False,SMALL_EFFECT_HUGE_RAW_N,FAMILY_BALANCED,0.0035907403999555325,0.022211858694550227,False,True,False,True,False,False,False,HUGE_RAW_N_TINY_EFFECTIVE_N
POLICY_DEVELOPMENT-PRIMARY_PAIRWISE-820001,PRIMARY_PAIRWISE,SUPPORTED,0.025,10000,12,2,2,1,0.05,0.0,0.03,1,0.08,1,0.01,POLICY_DEVELOPMENT,820001,gaussian_mixture_v1.2,0.65,True,True,True,False,SMALL_EFFECT_HUGE_RAW_N,ONE_MODEL_PER_FAMILY,0.0035907403999555325,0.056568542494923796,False,True,False,True,False,False,False,HUGE_RAW_N_TINY_EFFECTIVE_N
POLICY_DEVELOPMENT-PRIMARY_PAIRWISE-820001,PRIMARY_PAIRWISE,SUPPORTED,0.025,10000,12,2,2,1,0.05,0.0,0.03,1,0.08,1,0.01,POLICY_DEVELOPMENT,820001,gaussian_mixture_v1.2,0.65,True,True,True,False,SMALL_EFFECT_HUGE_RAW_N,VALIDEVAL_LICENSING,0.0035907403999555325,0.02338090388900024,False,True,False,True,False,False,False,HUGE_RAW_N_TINY_EFFECTIVE_N
POLICY_DEVELOPMENT-PRIMARY_PAIRWISE-820002,PRIMARY_PAIRWISE,SUPPORTED,0.06,1000000,12,2,2,1,0.45,0.0,0.03,1,0.08,1,0.01,POLICY_DEVELOPMENT,820002,gaussian_mixture_v1.3,0.7,True,True,True,False,LARGE_EFFECT_SMALL_PANEL,NAIVE_CHECKPOINT,0.050562051088782936,8e-05,True,True,False,False,True,False,True,HUGE_RAW_N_TINY_EFFECTIVE_N
POLICY_DEVELOPMENT-PRIMARY_PAIRWISE-820002,PRIMARY_PAIRWISE,SUPPORTED,0.06,1000000,12,2,2,1,0.45,0.0,0.03,1,0.08,1,0.01,POLICY_DEVELOPMENT,820002,gaussian_mixture_v1.3,0.7,True,True,True,False,LARGE_EFFECT_SMALL_PANEL,FAMILY_CLUSTER_BOOTSTRAP,0.050562051088782936,0.025560386016907754,False,True,False,True,False,False,False,HUGE_RAW_N_TINY_EFFECTIVE_N
POLICY_DEVELOPMENT-PRIMARY_PAIRWISE-820002,PRIMARY_PAIRWISE,SUPPORTED,0.06,1000000,12,2,2,1,0.45,0.0,0.03,1,0.08,1,0.01,POLICY_DEVELOPMENT,820002,gaussian_mixture_v1.3,0.7,True,True,True,False,LARGE_EFFECT_SMALL_PANEL,FAMILY_BALANCED,0.050562051088782936,0.024282366716062365,False,True,False,True,False,False,False,HUGE_RAW_N_TINY_EFFECTIVE_N
POLICY_DEVELOPMENT-PRIMARY_PAIRWISE-820002,PRIMARY_PAIRWISE,SUPPORTED,0.06,1000000,12,2,2,1,0.45,0.0,0.03,1,0.08,1,0.01,POLICY_DEVELOPMENT,820002,gaussian_mixture_v1.3,0.7,True,True,True,False,LARGE_EFFECT_SMALL_PANEL,ONE_MODEL_PER_FAMILY,0.050562051088782936,0.056568542494923796,False,True,False,True,False,False,False,HUGE_RAW_N_TINY_EFFECTIVE_N
POLICY_DEVELOPMENT-PRIMARY_PAIRWISE-820002,PRIMARY_PAIRWISE,SUPPORTED,0.06,1000000,12,2,2,1,0.45,0.0,0.03,1,0.08,1,0.01,POLICY_DEVELOPMENT,820002,gaussian_mixture_v1.3,0.7,True,True,True,False,LARGE_EFFECT_SMALL_PANEL,VALIDEVAL_LICENSING,0.050562051088782936,0.025560386016907754,False,True,False,True,False,False,False,HUGE_RAW_N_TINY_EFFECTIVE_N
POLICY_DEVELOPMENT-PRIMARY_PAIRWISE-820003,PRIMARY_PAIRWISE,,0.0,500,36,2,2,1,0.45,0.0,0.03,1,0.08,1,0.01,POLICY_DEVELOPMENT,820003,gaussian_mixture_v1.1,0.75,True,True,True,False,EXTREME_FAMILY_IMBALANCE,NAIVE_CHECKPOINT,0.00044677538335774974,0.003577708763999663,False,False,False,True,False,False,False,GENERAL_STRESS
POLICY_DEVELOPMENT-PRIMARY_PAIRWISE-820003,PRIMARY_PAIRWISE,,0.0,500,36,2,2,1,0.45,0.0,0.03,1,0.08,1,0.01,POLICY_DEVELOPMENT,820003,gaussian_mixture_v1.1,0.75,True,True,True,False,EXTREME_FAMILY_IMBALANCE,FAMILY_CLUSTER_BOOTSTRAP,0.00044677538335774974,0.014757295747452439,False,False,False,True,False,False,False,GENERAL_STRESS
POLICY_DEVELOPMENT-PRIMARY_PAIRWISE-820003,PRIMARY_PAIRWISE,,0.0,500,36,2,2,1,0.45,0.0,0.03,1,0.08,1,0.01,POLICY_DEVELOPMENT,820003,gaussian_mixture_v1.1,0.75,True,True,True,False,EXTREME_FAMILY_IMBALANCE,FAMILY_BALANCED,0.00044677538335774974,0.014019430960079815,False,False,False,True,False,False,False,GENERAL_STRESS
POLICY_DEVELOPMENT-PRIMARY_PAIRWISE-820003,PRIMARY_PAIRWISE,,0.0,500,36,2,2,1,0.45,0.0,0.03,1,0.08,1,0.01,POLICY_DEVELOPMENT,820003,gaussian_mixture_v1.1,0.75,True,True,True,False,EXTREME_FAMILY_IMBALANCE,ONE_MODEL_PER_FAMILY,0.00044677538335774974,0.056568542494923796,False,False,False,True,False,False,False,GENERAL_STRESS
POLICY_DEVELOPMENT-PRIMARY_PAIRWISE-820003,PRIMARY_PAIRWISE,,0.0,500,36,2,2,1,0.45,0.0,0.03,1,0.08,1,0.01,POLICY_DEVELOPMENT,820003,gaussian_mixture_v1.1,0.75,True,True,True,False,EXTREME_FAMILY_IMBALANCE,VALIDEVAL_LICENSING,0.00044677538335774974,0.014757295747452439,False,False,False,True,False,False,False,GENERAL_STRESS
POLICY_DEVELOPMENT-PRIMARY_PAIRWISE-820004,PRIMARY_PAIRWISE,SUPPORTED,0.025,10000,36,2,2,1,0.85,0.0,0.03,1,0.08,1,0.01,POLICY_DEVELOPMENT,820004,gaussian_mixture_v1.2,0.8,False,True,True,False,ONE_DOMINANT_FAMILY,NAIVE_CHECKPOINT,0.026768332449659843,0.0008,True,True,False,False,True,False,True,GENERAL_STRESS
POLICY_DEVELOPMENT-PRIMARY_PAIRWISE-820004,PRIMARY_PAIRWISE,SUPPORTED,0.025,10000,36,2,2,1,0.85,0.0,0.03,1,0.08,1,0.01,POLICY_DEVELOPMENT,820004,gaussian_mixture_v1.2,0.8,False,True,True,False,ONE_DOMINANT_FAMILY,FAMILY_CLUSTER_BOOTSTRAP,0.026768332449659843,0.01591644851508443,False,True,False,True,False,False,False,GENERAL_STRESS
POLICY_DEVELOPMENT-PRIMARY_PAIRWISE-820004,PRIMARY_PAIRWISE,SUPPORTED,0.025,10000,36,2,2,1,0.85,0.0,0.03,1,0.08,1,0.01,POLICY_DEVELOPMENT,820004,gaussian_mixture_v1.2,0.8,False,True,True,False,ONE_DOMINANT_FAMILY,FAMILY_BALANCED,0.026768332449659843,0.015120626089330208,False,True,False,True,False,False,False,GENERAL_STRESS
POLICY_DEVELOPMENT-PRIMARY_PAIRWISE-820004,PRIMARY_PAIRWISE,SUPPORTED,0.025,10000,36,2,2,1,0.85,0.0,0.03,1,0.08,1,0.01,POLICY_DEVELOPMENT,820004,gaussian_mixture_v1.2,0.8,False,True,True,False,ONE_DOMINANT_FAMILY,ONE_MODEL_PER_FAMILY,0.026768332449659843,0.056568542494923796,False,True,False,True,False,False,False,GENERAL_STRESS
POLICY_DEVELOPMENT-PRIMARY_PAIRWISE-820004,PRIMARY_PAIRWISE,SUPPORTED,0.025,10000,36,2,2,1,0.85,0.0,0.03,1,0.08,1,0.01,POLICY_DEVELOPMENT,820004,gaussian_mixture_v1.2,0.8,False,True,True,False,ONE_DOMINANT_FAMILY,VALIDEVAL_LICENSING,0.026768332449659843,0.01591644851508443,False,True,False,True,False,False,False,GENERAL_STRESS
POLICY_DEVELOPMENT-PRIMARY_PAIRWISE-820005,PRIMARY_PAIRWISE,SUPPORTED,0.06,1000000,36,2,4,1,0.85,0.0,0.03,1,0.08,1,0.01,POLICY_DEVELOPMENT,820005,gaussian_mixture_v1.3,0.85,True,False,True,False,TRANSPORT_REVERSAL,NAIVE_CHECKPOINT,0.05301607364154203,8e-05,True,True,False,False,False,False,True,GENERAL_STRESS
POLICY_DEVELOPMENT-PRIMARY_PAIRWISE-820005,PRIMARY_PAIRWISE,SUPPORTED,0.06,1000000,36,2,4,1,0.85,0.0,0.03,1,0.08,1,0.01,POLICY_DEVELOPMENT,820005,gaussian_mixture_v1.3,0.85,True,False,True,False,TRANSPORT_REVERSAL,FAMILY_CLUSTER_BOOTSTRAP,0.05301607364154203,0.01591644851508443,True,True,False,True,False,False,True,GENERAL_STRESS
POLICY_DEVELOPMENT-PRIMARY_PAIRWISE-820005,PRIMARY_PAIRWISE,SUPPORTED,0.06,1000000,36,2,4,1,0.85,0.0,0.03,1,0.08,1,0.01,POLICY_DEVELOPMENT,820005,gaussian_mixture_v1.3,0.85,True,False,True,False,TRANSPORT_REVERSAL,FAMILY_BALANCED,0.05301607364154203,0.015120626089330208,True,True,False,True,False,False,True,GENERAL_STRESS
POLICY_DEVELOPMENT-PRIMARY_PAIRWISE-820005,PRIMARY_PAIRWISE,SUPPORTED,0.06,1000000,36,2,4,1,0.85,0.0,0.03,1,0.08,1,0.01,POLICY_DEVELOPMENT,820005,gaussian_mixture_v1.3,0.85,True,False,True,False,TRANSPORT_REVERSAL,ONE_MODEL_PER_FAMILY,0.05301607364154203,0.04,False,True,False,True,False,False,False,GENERAL_STRESS
POLICY_DEVELOPMENT-PRIMARY_PAIRWISE-820005,PRIMARY_PAIRWISE,SUPPORTED,0.06,1000000,36,2,4,1,0.85,0.0,0.03,1,0.08,1,0.01,POLICY_DEVELOPMENT,820005,gaussian_mixture_v1.3,0.85,True,False,True,False,TRANSPORT_REVERSAL,VALIDEVAL_LICENSING,0.05301607364154203,0.01591644851508443,True,True,False,True,False,False,True,GENERAL_STRESS
POLICY_DEVELOPMENT-PRIMARY_PAIRWISE-820006,PRIMARY_PAIRWISE,,0.0,500,96,2,4,1,0.05,0.0,0.03,1,0.08,1,0.01,POLICY_DEVELOPMENT,820006,gaussian_mixture_v1.1,0.9,True,True,False,False,BENCHMARK_SPECIFIC_REVERSAL,NAIVE_CHECKPOINT,0.013798484899656422,0.003577708763999663,True,False,True,False,True,False,False,GENERAL_STRESS
POLICY_DEVELOPMENT-PRIMARY_PAIRWISE-820006,PRIMARY_PAIRWISE,,0.0,500,96,2,4,1,0.05,0.0,0.03,1,0.08,1,0.01,POLICY_DEVELOPMENT,820006,gaussian_mixture_v1.1,0.9,True,True,False,False,BENCHMARK_SPECIFIC_REVERSAL,FAMILY_CLUSTER_BOOTSTRAP,0.013798484899656422,0.008266397845091497,False,False,False,True,False,False,False,GENERAL_STRESS
POLICY_DEVELOPMENT-PRIMARY_PAIRWISE-820006,PRIMARY_PAIRWISE,,0.0,500,96,2,4,1,0.05,0.0,0.03,1,0.08,1,0.01,POLICY_DEVELOPMENT,820006,gaussian_mixture_v1.1,0.9,True,True,False,False,BENCHMARK_SPECIFIC_REVERSAL,FAMILY_BALANCED,0.013798484899656422,0.007853077952836922,False,False,False,True,False,False,False,GENERAL_STRESS
POLICY_DEVELOPMENT-PRIMARY_PAIRWISE-820006,PRIMARY_PAIRWISE,,0.0,500,96,2,4,1,0.05,0.0,0.03,1,0.08,1,0.01,POLICY_DEVELOPMENT,820006,gaussian_mixture_v1.1,0.9,True,True,False,False,BENCHMARK_SPECIFIC_REVERSAL,ONE_MODEL_PER_FAMILY,0.013798484899656422,0.04,False,False,False,True,False,False,False,GENERAL_STRESS
POLICY_DEVELOPMENT-PRIMARY_PAIRWISE-820006,PRIMARY_PAIRWISE,,0.0,500,96,2,4,1,0.05,0.0,0.03,1,0.08,1,0.01,POLICY_DEVELOPMENT,820006,gaussian_mixture_v1.1,0.9,True,True,False,False,BENCHMARK_SPECIFIC_REVERSAL,VALIDEVAL_LICENSING,0.013798484899656422,0.008266397845091497,False,False,False,False,False,False,False,GENERAL_STRESS
POLICY_DEVELOPMENT-PRIMARY_PAIRWISE-820007,PRIMARY_PAIRWISE,SUPPORTED,0.025,10000,96,8,4,1,0.05,0.0,0.03,1,0.08,1,0.01,POLICY_DEVELOPMENT,820007,gaussian_mixture_v1.2,0.95,True,True,True,False,VERY_HIGH_MULTIPLICITY,NAIVE_CHECKPOINT,0.036060436472501865,0.0008,True,True,False,False,False,False,True,GENERAL_STRESS
POLICY_DEVELOPMENT-PRIMARY_PAIRWISE-820007,PRIMARY_PAIRWISE,SUPPORTED,0.025,10000,96,8,4,1,0.05,0.0,0.03,1,0.08,1,0.01,POLICY_DEVELOPMENT,820007,gaussian_mixture_v1.2,0.95,True,True,True,False,VERY_HIGH_MULTIPLICITY,FAMILY_CLUSTER_BOOTSTRAP,0.036060436472501865,0.008266397845091497,True,True,False,True,False,False,True,GENERAL_STRESS
POLICY_DEVELOPMENT-PRIMARY_PAIRWISE-820007,PRIMARY_PAIRWISE,SUPPORTED,0.025,10000,96,8,4,1,0.05,0.0,0.03,1,0.08,1,0.01,POLICY_DEVELOPMENT,820007,gaussian_mixture_v1.2,0.95,True,True,True,False,VERY_HIGH_MULTIPLICITY,FAMILY_BALANCED,0.036060436472501865,0.007853077952836922,True,True,False,True,False,False,True,GENERAL_STRESS
POLICY_DEVELOPMENT-PRIMARY_PAIRWISE-820007,PRIMARY_PAIRWISE,SUPPORTED,0.025,10000,96,8,4,1,0.05,0.0,0.03,1,0.08,1,0.01,POLICY_DEVELOPMENT,820007,gaussian_mixture_v1.2,0.95,True,True,True,False,VERY_HIGH_MULTIPLICITY,ONE_MODEL_PER_FAMILY,0.036060436472501865,0.04,False,True,False,True,False,False,False,GENERAL_STRESS
POLICY_DEVELOPMENT-PRIMARY_PAIRWISE-820007,PRIMARY_PAIRWISE,SUPPORTED,0.025,10000,96,8,4,1,0.05,0.0,0.03,1,0.08,1,0.01,POLICY_DEVELOPMENT,820007,gaussian_mixture_v1.2,0.95,True,True,True,False,VERY_HIGH_MULTIPLICITY,VALIDEVAL_LICENSING,0.036060436472501865,0.008266397845091497,True,True,False,True,False,False,True,GENERAL_STRESS
POLICY_DEVELOPMENT-PRIMARY_PAIRWISE-820008,PRIMARY_PAIRWISE,SUPPORTED,0.06,1000000,96,8,4,1,0.45,0.0,0.03,1,0.08,1,0.01,POLICY_DEVELOPMENT,820008,gaussian_mixture_v1.3,0.6,False,True,True,False,NEARLY_TIED_TOP_K,NAIVE_CHECKPOINT,0.06814527970419468,8e-05,True,True,False,False,False,False,True,GENERAL_STRESS
POLICY_DEVELOPMENT-PRIMARY_PAIRWISE-820008,PRIMARY_PAIRWISE,SUPPORTED,0.06,1000000,96,8,4,1,0.45,0.0,0.03,1,0.08,1,0.01,POLICY_DEVELOPMENT,820008,gaussian_mixture_v1.3,0.6,False,True,True,False,NEARLY_TIED_TOP_K,FAMILY_CLUSTER_BOOTSTRAP,0.06814527970419468,0.009036961141150641,True,True,False,True,False,False,True,GENERAL_STRESS
POLICY_DEVELOPMENT-PRIMARY_PAIRWISE-820008,PRIMARY_PAIRWISE,SUPPORTED,0.06,1000000,96,8,4,1,0.45,0.0,0.03,1,0.08,1,0.01,POLICY_DEVELOPMENT,820008,gaussian_mixture_v1.3,0.6,False,True,True,False,NEARLY_TIED_TOP_K,FAMILY_BALANCED,0.06814527970419468,0.00858511308409311,True,True,False,True,False,False,True,GENERAL_STRESS
POLICY_DEVELOPMENT-PRIMARY_PAIRWISE-820008,PRIMARY_PAIRWISE,SUPPORTED,0.06,1000000,96,8,4,1,0.45,0.0,0.03,1,0.08,1,0.01,POLICY_DEVELOPMENT,820008,gaussian_mixture_v1.3,0.6,False,True,True,False,NEARLY_TIED_TOP_K,ONE_MODEL_PER_FAMILY,0.06814527970419468,0.04,False,True,False,True,False,False,False,GENERAL_STRESS
POLICY_DEVELOPMENT-PRIMARY_PAIRWISE-820008,PRIMARY_PAIRWISE,SUPPORTED,0.06,1000000,96,8,4,1,0.45,0.0,0.03,1,0.08,1,0.01,POLICY_DEVELOPMENT,820008,gaussian_mixture_v1.3,0.6,False,True,True,False,NEARLY_TIED_TOP_K,VALIDEVAL_LICENSING,0.06814527970419468,0.009036961141150641,False,True,False,True,False,False,False,GENERAL_STRESS
POLICY_DEVELOPMENT-PRIMARY_PAIRWISE-820009,PRIMARY_PAIRWISE,,0.0,500,12,8,4,1,0.45,0.0,0.03,1,0.08,1,0.01,POLICY_DEVELOPMENT,820009,gaussian_mixture_v1.1,0.65,True,True,True,False,HIGH_RAW_LOW_EFFECTIVE_N,NAIVE_CHECKPOINT,-0.0012644299749716354,0.003577708763999663,False,False,False,True,False,False,False,GENERAL_STRESS
POLICY_DEVELOPMENT-PRIMARY_PAIRWISE-820009,PRIMARY_PAIRWISE,,0.0,500,12,8,4,1,0.45,0.0,0.03,1,0.08,1,0.01,POLICY_DEVELOPMENT,820009,gaussian_mixture_v1.1,0.65,True,True,True,False,HIGH_RAW_LOW_EFFECTIVE_N,FAMILY_CLUSTER_BOOTSTRAP,-0.0012644299749716354,0.025560386016907754,False,False,False,True,False,False,False,GENERAL_STRESS
POLICY_DEVELOPMENT-PRIMARY_PAIRWISE-820009,PRIMARY_PAIRWISE,,0.0,500,12,8,4,1,0.45,0.0,0.03,1,0.08,1,0.01,POLICY_DEVELOPMENT,820009,gaussian_mixture_v1.1,0.65,True,True,True,False,HIGH_RAW_LOW_EFFECTIVE_N,FAMILY_BALANCED,-0.0012644299749716354,0.024282366716062365,False,False,False,True,False,False,False,GENERAL_STRESS
POLICY_DEVELOPMENT-PRIMARY_PAIRWISE-820009,PRIMARY_PAIRWISE,,0.0,500,12,8,4,1,0.45,0.0,0.03,1,0.08,1,0.01,POLICY_DEVELOPMENT,820009,gaussian_mixture_v1.1,0.65,True,True,True,False,HIGH_RAW_LOW_EFFECTIVE_N,ONE_MODEL_PER_FAMILY,-0.0012644299749716354,0.04,False,False,False,True,False,False,False,GENERAL_STRESS
POLICY_DEVELOPMENT-PRIMARY_PAIRWISE-820009,PRIMARY_PAIRWISE,,0.0,500,12,8,4,1,0.45,0.0,0.03,1,0.08,1,0.01,POLICY_DEVELOPMENT,820009,gaussian_mixture_v1.1,0.65,True,True,True,False,HIGH_RAW_LOW_EFFECTIVE_N,VALIDEVAL_LICENSING,-0.0012644299749716354,0.025560386016907754,False,False,False,True,False,False,False,GENERAL_STRESS
POLICY_DEVELOPMENT-PRIMARY_PAIRWISE-820010,PRIMARY_PAIRWISE,SUPPORTED,0.025,10000,12,8,6,1,0.85,0.0,0.03,1,0.08,1,0.01,POLICY_DEVELOPMENT,820010,gaussian_mixture_v1.2,0.7,True,False,True,False,SMALL_EFFECT_HUGE_RAW_N,NAIVE_CHECKPOINT,0.0311515797094796,0.0008,True,True,False,False,True,False,True,HUGE_RAW_N_TINY_EFFECTIVE_N
POLICY_DEVELOPMENT-PRIMARY_PAIRWISE-820010,PRIMARY_PAIRWISE,SUPPORTED,0.025,10000,12,8,6,1,0.85,0.0,0.03,1,0.08,1,0.01,POLICY_DEVELOPMENT,820010,gaussian_mixture_v1.2,0.7,True,False,True,False,SMALL_EFFECT_HUGE_RAW_N,FAMILY_CLUSTER_BOOTSTRAP,0.0311515797094796,0.027568097504180444,False,True,False,True,False,False,False,HUGE_RAW_N_TINY_EFFECTIVE_N
POLICY_DEVELOPMENT-PRIMARY_PAIRWISE-820010,PRIMARY_PAIRWISE,SUPPORTED,0.025,10000,12,8,6,1,0.85,0.0,0.03,1,0.08,1,0.01,POLICY_DEVELOPMENT,820010,gaussian_mixture_v1.2,0.7,True,False,True,False,SMALL_EFFECT_HUGE_RAW_N,FAMILY_BALANCED,0.0311515797094796,0.02618969262897142,False,True,False,True,False,False,False,HUGE_RAW_N_TINY_EFFECTIVE_N
POLICY_DEVELOPMENT-PRIMARY_PAIRWISE-820010,PRIMARY_PAIRWISE,SUPPORTED,0.025,10000,12,8,6,1,0.85,0.0,0.03,1,0.08,1,0.01,POLICY_DEVELOPMENT,820010,gaussian_mixture_v1.2,0.7,True,False,True,False,SMALL_EFFECT_HUGE_RAW_N,ONE_MODEL_PER_FAMILY,0.0311515797094796,0.032659863237109045,False,True,False,True,False,False,False,HUGE_RAW_N_TINY_EFFECTIVE_N
POLICY_DEVELOPMENT-PRIMARY_PAIRWISE-820010,PRIMARY_PAIRWISE,SUPPORTED,0.025,10000,12,8,6,1,0.85,0.0,0.03,1,0.08,1,0.01,POLICY_DEVELOPMENT,820010,gaussian_mixture_v1.2,0.7,True,False,True,False,SMALL_EFFECT_HUGE_RAW_N,VALIDEVAL_LICENSING,0.0311515797094796,0.027568097504180444,False,True,False,True,False,False,False,HUGE_RAW_N_TINY_EFFECTIVE_N
POLICY_DEVELOPMENT-PRIMARY_PAIRWISE-820011,PRIMARY_PAIRWISE,SUPPORTED,0.06,1000000,12,8,6,1,0.85,0.0,0.03,3,0.08,1,0.01,POLICY_DEVELOPMENT,820011,gaussian_mixture_v1.3,0.75,True,True,True,False,LARGE_EFFECT_SMALL_PANEL,NAIVE_CHECKPOINT,0.03576994507942147,8e-05,True,True,False,False,True,False,True,HUGE_RAW_N_TINY_EFFECTIVE_N
POLICY_DEVELOPMENT-PRIMARY_PAIRWISE-820011,PRIMARY_PAIRWISE,SUPPORTED,0.06,1000000,12,8,6,1,0.85,0.0,0.03,3,0.08,1,0.01,POLICY_DEVELOPMENT,820011,gaussian_mixture_v1.3,0.75,True,True,True,False,LARGE_EFFECT_SMALL_PANEL,FAMILY_CLUSTER_BOOTSTRAP,0.03576994507942147,0.027568097504180444,False,True,False,True,False,False,False,HUGE_RAW_N_TINY_EFFECTIVE_N
POLICY_DEVELOPMENT-PRIMARY_PAIRWISE-820011,PRIMARY_PAIRWISE,SUPPORTED,0.06,1000000,12,8,6,1,0.85,0.0,0.03,3,0.08,1,0.01,POLICY_DEVELOPMENT,820011,gaussian_mixture_v1.3,0.75,True,True,True,False,LARGE_EFFECT_SMALL_PANEL,FAMILY_BALANCED,0.03576994507942147,0.02618969262897142,False,True,False,True,False,False,False,HUGE_RAW_N_TINY_EFFECTIVE_N
POLICY_DEVELOPMENT-PRIMARY_PAIRWISE-820011,PRIMARY_PAIRWISE,SUPPORTED,0.06,1000000,12,8,6,1,0.85,0.0,0.03,3,0.08,1,0.01,POLICY_DEVELOPMENT,820011,gaussian_mixture_v1.3,0.75,True,True,True,False,LARGE_EFFECT_SMALL_PANEL,ONE_MODEL_PER_FAMILY,0.03576994507942147,0.032659863237109045,False,True,False,True,False,False,False,HUGE_RAW_N_TINY_EFFECTIVE_N
POLICY_DEVELOPMENT-PRIMARY_PAIRWISE-820011,PRIMARY_PAIRWISE,SUPPORTED,0.06,1000000,12,8,6,1,0.85,0.0,0.03,3,0.08,1,0.01,POLICY_DEVELOPMENT,820011,gaussian_mixture_v1.3,0.75,True,True,True,False,LARGE_EFFECT_SMALL_PANEL,VALIDEVAL_LICENSING,0.03576994507942147,0.027568097504180444,False,True,False,True,False,False,False,HUGE_RAW_N_TINY_EFFECTIVE_N
POLICY_DEVELOPMENT-PRIMARY_PAIRWISE-820012,PRIMARY_PAIRWISE,,0.0,500,36,8,6,1,0.05,0.0,0.03,3,0.08,1,0.01,POLICY_DEVELOPMENT,820012,gaussian_mixture_v1.1,0.8,False,True,False,False,EXTREME_FAMILY_IMBALANCE,NAIVE_CHECKPOINT,0.006983910810781055,0.003577708763999663,False,False,False,True,False,False,False,GENERAL_STRESS
POLICY_DEVELOPMENT-PRIMARY_PAIRWISE-820012,PRIMARY_PAIRWISE,,0.0,500,36,8,6,1,0.05,0.0,0.03,3,0.08,1,0.01,POLICY_DEVELOPMENT,820012,gaussian_mixture_v1.1,0.8,False,True,False,False,EXTREME_FAMILY_IMBALANCE,FAMILY_CLUSTER_BOOTSTRAP,0.006983910810781055,0.013498971154211057,False,False,False,True,False,False,False,GENERAL_STRESS
