scenario_id,claim_family,truth_state,effect_size,raw_n,effective_n,cluster_count,family_count,models_per_family,family_correlation,family_imbalance,ability_spread,benchmark_count,measurement_noise,multiplicity,materiality,split,seed,generator_version,bootstrap_stability,external_validated,held_out,direction_consistent,transport_reversal,adversarial_case,method,estimate,standard_error,licensed,true_supported,false_directional_decision,CI_coverage,inflated_significance,false_transport,power_event,stress_case
POLICY_DEVELOPMENT-ITEM_DIAGNOSTICS-820419,ITEM_DIAGNOSTICS,SUPPORTED,0.06,1000000,36,60,10,1,0.85,0.0,0.25,5,0.18,12,0.01,POLICY_DEVELOPMENT,820419,gaussian_mixture_v1.3,0.75,True,True,True,False,TRANSPORT_REVERSAL,NAIVE_CHECKPOINT,0.0986934123944364,0.00017999999999999998,True,True,False,False,False,False,True,GENERAL_STRESS
POLICY_DEVELOPMENT-ITEM_DIAGNOSTICS-820419,ITEM_DIAGNOSTICS,SUPPORTED,0.06,1000000,36,60,10,1,0.85,0.0,0.25,5,0.18,12,0.01,POLICY_DEVELOPMENT,820419,gaussian_mixture_v1.3,0.75,True,True,True,False,TRANSPORT_REVERSAL,FAMILY_CLUSTER_BOOTSTRAP,0.0986934123944364,0.035812009158939964,True,True,False,True,False,False,True,GENERAL_STRESS
POLICY_DEVELOPMENT-ITEM_DIAGNOSTICS-820419,ITEM_DIAGNOSTICS,SUPPORTED,0.06,1000000,36,60,10,1,0.85,0.0,0.25,5,0.18,12,0.01,POLICY_DEVELOPMENT,820419,gaussian_mixture_v1.3,0.75,True,True,True,False,TRANSPORT_REVERSAL,FAMILY_BALANCED,0.0986934123944364,0.03402140870099296,True,True,False,True,False,False,True,GENERAL_STRESS
POLICY_DEVELOPMENT-ITEM_DIAGNOSTICS-820419,ITEM_DIAGNOSTICS,SUPPORTED,0.06,1000000,36,60,10,1,0.85,0.0,0.25,5,0.18,12,0.01,POLICY_DEVELOPMENT,820419,gaussian_mixture_v1.3,0.75,True,True,True,False,TRANSPORT_REVERSAL,ONE_MODEL_PER_FAMILY,0.0986934123944364,0.05692099788303082,False,True,False,True,False,False,False,GENERAL_STRESS
POLICY_DEVELOPMENT-ITEM_DIAGNOSTICS-820419,ITEM_DIAGNOSTICS,SUPPORTED,0.06,1000000,36,60,10,1,0.85,0.0,0.25,5,0.18,12,0.01,POLICY_DEVELOPMENT,820419,gaussian_mixture_v1.3,0.75,True,True,True,False,TRANSPORT_REVERSAL,VALIDEVAL_LICENSING,0.0986934123944364,0.035812009158939964,False,True,False,True,False,False,False,GENERAL_STRESS
POLICY_DEVELOPMENT-ITEM_DIAGNOSTICS-820420,ITEM_DIAGNOSTICS,,0.0,500,96,60,2,1,0.05,0.0,0.25,5,0.18,12,0.01,POLICY_DEVELOPMENT,820420,gaussian_mixture_v1.1,0.8,False,False,False,False,BENCHMARK_SPECIFIC_REVERSAL,NAIVE_CHECKPOINT,-0.004676210724713431,0.008049844718999243,False,False,False,True,False,False,False,GENERAL_STRESS
POLICY_DEVELOPMENT-ITEM_DIAGNOSTICS-820420,ITEM_DIAGNOSTICS,,0.0,500,96,60,2,1,0.05,0.0,0.25,5,0.18,12,0.01,POLICY_DEVELOPMENT,820420,gaussian_mixture_v1.1,0.8,False,False,False,False,BENCHMARK_SPECIFIC_REVERSAL,FAMILY_CLUSTER_BOOTSTRAP,-0.004676210724713431,0.018599395151455863,False,False,False,True,False,False,False,GENERAL_STRESS
POLICY_DEVELOPMENT-ITEM_DIAGNOSTICS-820420,ITEM_DIAGNOSTICS,,0.0,500,96,60,2,1,0.05,0.0,0.25,5,0.18,12,0.01,POLICY_DEVELOPMENT,820420,gaussian_mixture_v1.1,0.8,False,False,False,False,BENCHMARK_SPECIFIC_REVERSAL,FAMILY_BALANCED,-0.004676210724713431,0.017669425393883068,False,False,False,True,False,False,False,GENERAL_STRESS
POLICY_DEVELOPMENT-ITEM_DIAGNOSTICS-820420,ITEM_DIAGNOSTICS,,0.0,500,96,60,2,1,0.05,0.0,0.25,5,0.18,12,0.01,POLICY_DEVELOPMENT,820420,gaussian_mixture_v1.1,0.8,False,False,False,False,BENCHMARK_SPECIFIC_REVERSAL,ONE_MODEL_PER_FAMILY,-0.004676210724713431,0.12727922061357855,False,False,False,True,False,False,False,GENERAL_STRESS
POLICY_DEVELOPMENT-ITEM_DIAGNOSTICS-820420,ITEM_DIAGNOSTICS,,0.0,500,96,60,2,1,0.05,0.0,0.25,5,0.18,12,0.01,POLICY_DEVELOPMENT,820420,gaussian_mixture_v1.1,0.8,False,False,False,False,BENCHMARK_SPECIFIC_REVERSAL,VALIDEVAL_LICENSING,-0.004676210724713431,0.018599395151455863,False,False,False,True,False,False,False,GENERAL_STRESS
POLICY_DEVELOPMENT-ITEM_DIAGNOSTICS-820421,ITEM_DIAGNOSTICS,SUPPORTED,0.025,10000,96,60,2,1,0.05,0.0,0.25,5,0.18,12,0.01,POLICY_DEVELOPMENT,820421,gaussian_mixture_v1.2,0.85,True,True,True,False,VERY_HIGH_MULTIPLICITY,NAIVE_CHECKPOINT,-0.0035826136387678564,0.0018,False,True,False,False,False,False,False,GENERAL_STRESS
POLICY_DEVELOPMENT-ITEM_DIAGNOSTICS-820421,ITEM_DIAGNOSTICS,SUPPORTED,0.025,10000,96,60,2,1,0.05,0.0,0.25,5,0.18,12,0.01,POLICY_DEVELOPMENT,820421,gaussian_mixture_v1.2,0.85,True,True,True,False,VERY_HIGH_MULTIPLICITY,FAMILY_CLUSTER_BOOTSTRAP,-0.0035826136387678564,0.018599395151455863,False,True,False,True,False,False,False,GENERAL_STRESS
POLICY_DEVELOPMENT-ITEM_DIAGNOSTICS-820421,ITEM_DIAGNOSTICS,SUPPORTED,0.025,10000,96,60,2,1,0.05,0.0,0.25,5,0.18,12,0.01,POLICY_DEVELOPMENT,820421,gaussian_mixture_v1.2,0.85,True,True,True,False,VERY_HIGH_MULTIPLICITY,FAMILY_BALANCED,-0.0035826136387678564,0.017669425393883068,False,True,False,True,False,False,False,GENERAL_STRESS
POLICY_DEVELOPMENT-ITEM_DIAGNOSTICS-820421,ITEM_DIAGNOSTICS,SUPPORTED,0.025,10000,96,60,2,1,0.05,0.0,0.25,5,0.18,12,0.01,POLICY_DEVELOPMENT,820421,gaussian_mixture_v1.2,0.85,True,True,True,False,VERY_HIGH_MULTIPLICITY,ONE_MODEL_PER_FAMILY,-0.0035826136387678564,0.12727922061357855,False,True,False,True,False,False,False,GENERAL_STRESS
POLICY_DEVELOPMENT-ITEM_DIAGNOSTICS-820421,ITEM_DIAGNOSTICS,SUPPORTED,0.025,10000,96,60,2,1,0.05,0.0,0.25,5,0.18,12,0.01,POLICY_DEVELOPMENT,820421,gaussian_mixture_v1.2,0.85,True,True,True,False,VERY_HIGH_MULTIPLICITY,VALIDEVAL_LICENSING,-0.0035826136387678564,0.018599395151455863,False,True,False,True,False,False,False,GENERAL_STRESS
POLICY_DEVELOPMENT-ITEM_DIAGNOSTICS-820422,ITEM_DIAGNOSTICS,SUPPORTED,0.06,1000000,96,60,2,1,0.45,0.0,0.25,5,0.18,12,0.01,POLICY_DEVELOPMENT,820422,gaussian_mixture_v1.3,0.9,True,True,True,False,NEARLY_TIED_TOP_K,NAIVE_CHECKPOINT,0.07192009000981393,0.00017999999999999998,True,True,False,False,False,False,True,GENERAL_STRESS
POLICY_DEVELOPMENT-ITEM_DIAGNOSTICS-820422,ITEM_DIAGNOSTICS,SUPPORTED,0.06,1000000,96,60,2,1,0.45,0.0,0.25,5,0.18,12,0.01,POLICY_DEVELOPMENT,820422,gaussian_mixture_v1.3,0.9,True,True,True,False,NEARLY_TIED_TOP_K,FAMILY_CLUSTER_BOOTSTRAP,0.07192009000981393,0.02033316256758894,True,True,False,True,False,False,True,GENERAL_STRESS
POLICY_DEVELOPMENT-ITEM_DIAGNOSTICS-820422,ITEM_DIAGNOSTICS,SUPPORTED,0.06,1000000,96,60,2,1,0.45,0.0,0.25,5,0.18,12,0.01,POLICY_DEVELOPMENT,820422,gaussian_mixture_v1.3,0.9,True,True,True,False,NEARLY_TIED_TOP_K,FAMILY_BALANCED,0.07192009000981393,0.01931650443920949,True,True,False,True,False,False,True,GENERAL_STRESS
POLICY_DEVELOPMENT-ITEM_DIAGNOSTICS-820422,ITEM_DIAGNOSTICS,SUPPORTED,0.06,1000000,96,60,2,1,0.45,0.0,0.25,5,0.18,12,0.01,POLICY_DEVELOPMENT,820422,gaussian_mixture_v1.3,0.9,True,True,True,False,NEARLY_TIED_TOP_K,ONE_MODEL_PER_FAMILY,0.07192009000981393,0.12727922061357855,False,True,False,True,False,False,False,GENERAL_STRESS
POLICY_DEVELOPMENT-ITEM_DIAGNOSTICS-820422,ITEM_DIAGNOSTICS,SUPPORTED,0.06,1000000,96,60,2,1,0.45,0.0,0.25,5,0.18,12,0.01,POLICY_DEVELOPMENT,820422,gaussian_mixture_v1.3,0.9,True,True,True,False,NEARLY_TIED_TOP_K,VALIDEVAL_LICENSING,0.07192009000981393,0.02033316256758894,False,True,False,True,False,False,False,GENERAL_STRESS
POLICY_DEVELOPMENT-ITEM_DIAGNOSTICS-820423,ITEM_DIAGNOSTICS,,0.0,500,12,2,2,1,0.45,0.0,0.25,5,0.18,12,0.01,POLICY_DEVELOPMENT,820423,gaussian_mixture_v1.1,0.95,True,True,True,False,HIGH_RAW_LOW_EFFECTIVE_N,NAIVE_CHECKPOINT,0.06426708710778234,0.008049844718999243,True,False,True,False,True,False,False,GENERAL_STRESS
POLICY_DEVELOPMENT-ITEM_DIAGNOSTICS-820423,ITEM_DIAGNOSTICS,,0.0,500,12,2,2,1,0.45,0.0,0.25,5,0.18,12,0.01,POLICY_DEVELOPMENT,820423,gaussian_mixture_v1.1,0.95,True,True,True,False,HIGH_RAW_LOW_EFFECTIVE_N,FAMILY_CLUSTER_BOOTSTRAP,0.06426708710778234,0.057510868538042444,False,False,False,True,False,False,False,GENERAL_STRESS
POLICY_DEVELOPMENT-ITEM_DIAGNOSTICS-820423,ITEM_DIAGNOSTICS,,0.0,500,12,2,2,1,0.45,0.0,0.25,5,0.18,12,0.01,POLICY_DEVELOPMENT,820423,gaussian_mixture_v1.1,0.95,True,True,True,False,HIGH_RAW_LOW_EFFECTIVE_N,FAMILY_BALANCED,0.06426708710778234,0.05463532511114032,False,False,False,True,False,False,False,GENERAL_STRESS
POLICY_DEVELOPMENT-ITEM_DIAGNOSTICS-820423,ITEM_DIAGNOSTICS,,0.0,500,12,2,2,1,0.45,0.0,0.25,5,0.18,12,0.01,POLICY_DEVELOPMENT,820423,gaussian_mixture_v1.1,0.95,True,True,True,False,HIGH_RAW_LOW_EFFECTIVE_N,ONE_MODEL_PER_FAMILY,0.06426708710778234,0.12727922061357855,False,False,False,True,False,False,False,GENERAL_STRESS
POLICY_DEVELOPMENT-ITEM_DIAGNOSTICS-820423,ITEM_DIAGNOSTICS,,0.0,500,12,2,2,1,0.45,0.0,0.25,5,0.18,12,0.01,POLICY_DEVELOPMENT,820423,gaussian_mixture_v1.1,0.95,True,True,True,False,HIGH_RAW_LOW_EFFECTIVE_N,VALIDEVAL_LICENSING,0.06426708710778234,0.057510868538042444,False,False,False,True,False,False,False,GENERAL_STRESS
POLICY_DEVELOPMENT-ITEM_DIAGNOSTICS-820424,ITEM_DIAGNOSTICS,SUPPORTED,0.025,10000,12,2,2,1,0.85,0.0,0.25,5,0.18,12,0.01,POLICY_DEVELOPMENT,820424,gaussian_mixture_v1.2,0.6,False,True,True,False,SMALL_EFFECT_HUGE_RAW_N,NAIVE_CHECKPOINT,-0.01835813350901784,0.0018,False,True,False,False,False,False,False,HUGE_RAW_N_TINY_EFFECTIVE_N
POLICY_DEVELOPMENT-ITEM_DIAGNOSTICS-820424,ITEM_DIAGNOSTICS,SUPPORTED,0.025,10000,12,2,2,1,0.85,0.0,0.25,5,0.18,12,0.01,POLICY_DEVELOPMENT,820424,gaussian_mixture_v1.2,0.6,False,True,True,False,SMALL_EFFECT_HUGE_RAW_N,FAMILY_CLUSTER_BOOTSTRAP,-0.01835813350901784,0.062028219384405996,False,True,False,True,False,False,False,HUGE_RAW_N_TINY_EFFECTIVE_N
POLICY_DEVELOPMENT-ITEM_DIAGNOSTICS-820424,ITEM_DIAGNOSTICS,SUPPORTED,0.025,10000,12,2,2,1,0.85,0.0,0.25,5,0.18,12,0.01,POLICY_DEVELOPMENT,820424,gaussian_mixture_v1.2,0.6,False,True,True,False,SMALL_EFFECT_HUGE_RAW_N,FAMILY_BALANCED,-0.01835813350901784,0.058926808415185696,False,True,False,True,False,False,False,HUGE_RAW_N_TINY_EFFECTIVE_N
POLICY_DEVELOPMENT-ITEM_DIAGNOSTICS-820424,ITEM_DIAGNOSTICS,SUPPORTED,0.025,10000,12,2,2,1,0.85,0.0,0.25,5,0.18,12,0.01,POLICY_DEVELOPMENT,820424,gaussian_mixture_v1.2,0.6,False,True,True,False,SMALL_EFFECT_HUGE_RAW_N,ONE_MODEL_PER_FAMILY,-0.01835813350901784,0.12727922061357855,False,True,False,True,False,False,False,HUGE_RAW_N_TINY_EFFECTIVE_N
POLICY_DEVELOPMENT-ITEM_DIAGNOSTICS-820424,ITEM_DIAGNOSTICS,SUPPORTED,0.025,10000,12,2,2,1,0.85,0.0,0.25,5,0.18,12,0.01,POLICY_DEVELOPMENT,820424,gaussian_mixture_v1.2,0.6,False,True,True,False,SMALL_EFFECT_HUGE_RAW_N,VALIDEVAL_LICENSING,-0.01835813350901784,0.062028219384405996,False,True,False,True,False,False,False,HUGE_RAW_N_TINY_EFFECTIVE_N
POLICY_DEVELOPMENT-ITEM_DIAGNOSTICS-820425,ITEM_DIAGNOSTICS,SUPPORTED,0.06,1000000,12,2,4,1,0.85,0.0,0.25,5,0.18,40,0.01,POLICY_DEVELOPMENT,820425,gaussian_mixture_v1.3,0.65,True,False,True,False,LARGE_EFFECT_SMALL_PANEL,NAIVE_CHECKPOINT,0.050120943437178225,0.00017999999999999998,True,True,False,False,True,False,True,HUGE_RAW_N_TINY_EFFECTIVE_N
POLICY_DEVELOPMENT-ITEM_DIAGNOSTICS-820425,ITEM_DIAGNOSTICS,SUPPORTED,0.06,1000000,12,2,4,1,0.85,0.0,0.25,5,0.18,40,0.01,POLICY_DEVELOPMENT,820425,gaussian_mixture_v1.3,0.65,True,False,True,False,LARGE_EFFECT_SMALL_PANEL,FAMILY_CLUSTER_BOOTSTRAP,0.050120943437178225,0.062028219384405996,False,True,False,True,False,False,False,HUGE_RAW_N_TINY_EFFECTIVE_N
POLICY_DEVELOPMENT-ITEM_DIAGNOSTICS-820425,ITEM_DIAGNOSTICS,SUPPORTED,0.06,1000000,12,2,4,1,0.85,0.0,0.25,5,0.18,40,0.01,POLICY_DEVELOPMENT,820425,gaussian_mixture_v1.3,0.65,True,False,True,False,LARGE_EFFECT_SMALL_PANEL,FAMILY_BALANCED,0.050120943437178225,0.058926808415185696,False,True,False,True,False,False,False,HUGE_RAW_N_TINY_EFFECTIVE_N
POLICY_DEVELOPMENT-ITEM_DIAGNOSTICS-820425,ITEM_DIAGNOSTICS,SUPPORTED,0.06,1000000,12,2,4,1,0.85,0.0,0.25,5,0.18,40,0.01,POLICY_DEVELOPMENT,820425,gaussian_mixture_v1.3,0.65,True,False,True,False,LARGE_EFFECT_SMALL_PANEL,ONE_MODEL_PER_FAMILY,0.050120943437178225,0.09,False,True,False,True,False,False,False,HUGE_RAW_N_TINY_EFFECTIVE_N
POLICY_DEVELOPMENT-ITEM_DIAGNOSTICS-820425,ITEM_DIAGNOSTICS,SUPPORTED,0.06,1000000,12,2,4,1,0.85,0.0,0.25,5,0.18,40,0.01,POLICY_DEVELOPMENT,820425,gaussian_mixture_v1.3,0.65,True,False,True,False,LARGE_EFFECT_SMALL_PANEL,VALIDEVAL_LICENSING,0.050120943437178225,0.062028219384405996,False,True,False,True,False,False,False,HUGE_RAW_N_TINY_EFFECTIVE_N
POLICY_DEVELOPMENT-ITEM_DIAGNOSTICS-820426,ITEM_DIAGNOSTICS,,0.0,500,36,2,4,1,0.05,0.0,0.25,1,0.18,40,0.01,POLICY_DEVELOPMENT,820426,gaussian_mixture_v1.1,0.7,True,True,False,False,EXTREME_FAMILY_IMBALANCE,NAIVE_CHECKPOINT,-0.017662918668245,0.008049844718999243,False,False,False,False,False,False,False,GENERAL_STRESS
POLICY_DEVELOPMENT-ITEM_DIAGNOSTICS-820426,ITEM_DIAGNOSTICS,,0.0,500,36,2,4,1,0.05,0.0,0.25,1,0.18,40,0.01,POLICY_DEVELOPMENT,820426,gaussian_mixture_v1.1,0.7,True,True,False,False,EXTREME_FAMILY_IMBALANCE,FAMILY_CLUSTER_BOOTSTRAP,-0.017662918668245,0.030372685096974876,False,False,False,True,False,False,False,GENERAL_STRESS
POLICY_DEVELOPMENT-ITEM_DIAGNOSTICS-820426,ITEM_DIAGNOSTICS,,0.0,500,36,2,4,1,0.05,0.0,0.25,1,0.18,40,0.01,POLICY_DEVELOPMENT,820426,gaussian_mixture_v1.1,0.7,True,True,False,False,EXTREME_FAMILY_IMBALANCE,FAMILY_BALANCED,-0.017662918668245,0.028854050842126132,False,False,False,True,False,False,False,GENERAL_STRESS
POLICY_DEVELOPMENT-ITEM_DIAGNOSTICS-820426,ITEM_DIAGNOSTICS,,0.0,500,36,2,4,1,0.05,0.0,0.25,1,0.18,40,0.01,POLICY_DEVELOPMENT,820426,gaussian_mixture_v1.1,0.7,True,True,False,False,EXTREME_FAMILY_IMBALANCE,ONE_MODEL_PER_FAMILY,-0.017662918668245,0.09,False,False,False,True,False,False,False,GENERAL_STRESS
POLICY_DEVELOPMENT-ITEM_DIAGNOSTICS-820426,ITEM_DIAGNOSTICS,,0.0,500,36,2,4,1,0.05,0.0,0.25,1,0.18,40,0.01,POLICY_DEVELOPMENT,820426,gaussian_mixture_v1.1,0.7,True,True,False,False,EXTREME_FAMILY_IMBALANCE,VALIDEVAL_LICENSING,-0.017662918668245,0.030372685096974876,False,False,False,True,False,False,False,GENERAL_STRESS
POLICY_DEVELOPMENT-ITEM_DIAGNOSTICS-820427,ITEM_DIAGNOSTICS,SUPPORTED,0.025,10000,36,2,4,1,0.05,0.0,0.25,1,0.18,40,0.01,POLICY_DEVELOPMENT,820427,gaussian_mixture_v1.2,0.75,True,True,True,False,ONE_DOMINANT_FAMILY,NAIVE_CHECKPOINT,0.024010157799417536,0.0018,True,True,False,True,True,False,True,GENERAL_STRESS
POLICY_DEVELOPMENT-ITEM_DIAGNOSTICS-820427,ITEM_DIAGNOSTICS,SUPPORTED,0.025,10000,36,2,4,1,0.05,0.0,0.25,1,0.18,40,0.01,POLICY_DEVELOPMENT,820427,gaussian_mixture_v1.2,0.75,True,True,True,False,ONE_DOMINANT_FAMILY,FAMILY_CLUSTER_BOOTSTRAP,0.024010157799417536,0.030372685096974876,False,True,False,True,False,False,False,GENERAL_STRESS
POLICY_DEVELOPMENT-ITEM_DIAGNOSTICS-820427,ITEM_DIAGNOSTICS,SUPPORTED,0.025,10000,36,2,4,1,0.05,0.0,0.25,1,0.18,40,0.01,POLICY_DEVELOPMENT,820427,gaussian_mixture_v1.2,0.75,True,True,True,False,ONE_DOMINANT_FAMILY,FAMILY_BALANCED,0.024010157799417536,0.028854050842126132,False,True,False,True,False,False,False,GENERAL_STRESS
POLICY_DEVELOPMENT-ITEM_DIAGNOSTICS-820427,ITEM_DIAGNOSTICS,SUPPORTED,0.025,10000,36,2,4,1,0.05,0.0,0.25,1,0.18,40,0.01,POLICY_DEVELOPMENT,820427,gaussian_mixture_v1.2,0.75,True,True,True,False,ONE_DOMINANT_FAMILY,ONE_MODEL_PER_FAMILY,0.024010157799417536,0.09,False,True,False,True,False,False,False,GENERAL_STRESS
POLICY_DEVELOPMENT-ITEM_DIAGNOSTICS-820427,ITEM_DIAGNOSTICS,SUPPORTED,0.025,10000,36,2,4,1,0.05,0.0,0.25,1,0.18,40,0.01,POLICY_DEVELOPMENT,820427,gaussian_mixture_v1.2,0.75,True,True,True,False,ONE_DOMINANT_FAMILY,VALIDEVAL_LICENSING,0.024010157799417536,0.030372685096974876,False,True,False,True,False,False,False,GENERAL_STRESS
POLICY_DEVELOPMENT-ITEM_DIAGNOSTICS-820428,ITEM_DIAGNOSTICS,SUPPORTED,0.06,1000000,36,2,4,3,0.45,0.0,0.25,1,0.18,40,0.01,POLICY_DEVELOPMENT,820428,gaussian_mixture_v1.3,0.8,False,True,True,False,TRANSPORT_REVERSAL,NAIVE_CHECKPOINT,-0.013424836579794597,0.00017999999999999998,False,True,False,False,False,False,False,GENERAL_STRESS
POLICY_DEVELOPMENT-ITEM_DIAGNOSTICS-820428,ITEM_DIAGNOSTICS,SUPPORTED,0.06,1000000,36,2,4,3,0.45,0.0,0.25,1,0.18,40,0.01,POLICY_DEVELOPMENT,820428,gaussian_mixture_v1.3,0.8,False,True,True,False,TRANSPORT_REVERSAL,FAMILY_CLUSTER_BOOTSTRAP,-0.013424836579794597,0.03320391543176798,False,True,False,False,False,False,False,GENERAL_STRESS
POLICY_DEVELOPMENT-ITEM_DIAGNOSTICS-820428,ITEM_DIAGNOSTICS,SUPPORTED,0.06,1000000,36,2,4,3,0.45,0.0,0.25,1,0.18,40,0.01,POLICY_DEVELOPMENT,820428,gaussian_mixture_v1.3,0.8,False,True,True,False,TRANSPORT_REVERSAL,FAMILY_BALANCED,-0.013424836579794597,0.03154371966017958,False,True,False,False,False,False,False,GENERAL_STRESS
POLICY_DEVELOPMENT-ITEM_DIAGNOSTICS-820428,ITEM_DIAGNOSTICS,SUPPORTED,0.06,1000000,36,2,4,3,0.45,0.0,0.25,1,0.18,40,0.01,POLICY_DEVELOPMENT,820428,gaussian_mixture_v1.3,0.8,False,True,True,False,TRANSPORT_REVERSAL,ONE_MODEL_PER_FAMILY,-0.013424836579794597,0.09,False,True,False,True,False,False,False,GENERAL_STRESS
POLICY_DEVELOPMENT-ITEM_DIAGNOSTICS-820428,ITEM_DIAGNOSTICS,SUPPORTED,0.06,1000000,36,2,4,3,0.45,0.0,0.25,1,0.18,40,0.01,POLICY_DEVELOPMENT,820428,gaussian_mixture_v1.3,0.8,False,True,True,False,TRANSPORT_REVERSAL,VALIDEVAL_LICENSING,-0.013424836579794597,0.03320391543176798,False,True,False,True,False,False,False,GENERAL_STRESS
POLICY_DEVELOPMENT-ITEM_DIAGNOSTICS-820429,ITEM_DIAGNOSTICS,,0.0,500,96,2,4,3,0.45,0.0,0.03,1,0.18,40,0.01,POLICY_DEVELOPMENT,820429,gaussian_mixture_v1.1,0.85,True,True,True,False,BENCHMARK_SPECIFIC_REVERSAL,NAIVE_CHECKPOINT,-0.039882157492794154,0.008049844718999243,False,False,False,False,False,False,False,GENERAL_STRESS
POLICY_DEVELOPMENT-ITEM_DIAGNOSTICS-820429,ITEM_DIAGNOSTICS,,0.0,500,96,2,4,3,0.45,0.0,0.03,1,0.18,40,0.01,POLICY_DEVELOPMENT,820429,gaussian_mixture_v1.1,0.85,True,True,True,False,BENCHMARK_SPECIFIC_REVERSAL,FAMILY_CLUSTER_BOOTSTRAP,-0.039882157492794154,0.02033316256758894,False,False,False,False,False,False,False,GENERAL_STRESS
POLICY_DEVELOPMENT-ITEM_DIAGNOSTICS-820429,ITEM_DIAGNOSTICS,,0.0,500,96,2,4,3,0.45,0.0,0.03,1,0.18,40,0.01,POLICY_DEVELOPMENT,820429,gaussian_mixture_v1.1,0.85,True,True,True,False,BENCHMARK_SPECIFIC_REVERSAL,FAMILY_BALANCED,-0.039882157492794154,0.01931650443920949,False,False,False,False,False,False,False,GENERAL_STRESS
POLICY_DEVELOPMENT-ITEM_DIAGNOSTICS-820429,ITEM_DIAGNOSTICS,,0.0,500,96,2,4,3,0.45,0.0,0.03,1,0.18,40,0.01,POLICY_DEVELOPMENT,820429,gaussian_mixture_v1.1,0.85,True,True,True,False,BENCHMARK_SPECIFIC_REVERSAL,ONE_MODEL_PER_FAMILY,-0.039882157492794154,0.09,False,False,False,True,False,False,False,GENERAL_STRESS
POLICY_DEVELOPMENT-ITEM_DIAGNOSTICS-820429,ITEM_DIAGNOSTICS,,0.0,500,96,2,4,3,0.45,0.0,0.03,1,0.18,40,0.01,POLICY_DEVELOPMENT,820429,gaussian_mixture_v1.1,0.85,True,True,True,False,BENCHMARK_SPECIFIC_REVERSAL,VALIDEVAL_LICENSING,-0.039882157492794154,0.02033316256758894,False,False,False,True,False,False,False,GENERAL_STRESS
POLICY_DEVELOPMENT-ITEM_DIAGNOSTICS-820430,ITEM_DIAGNOSTICS,SUPPORTED,0.025,10000,96,8,6,3,0.85,0.0,0.03,1,0.18,40,0.01,POLICY_DEVELOPMENT,820430,gaussian_mixture_v1.2,0.9,True,False,True,False,VERY_HIGH_MULTIPLICITY,NAIVE_CHECKPOINT,0.017279285186987552,0.0018,True,True,False,False,True,False,True,GENERAL_STRESS
POLICY_DEVELOPMENT-ITEM_DIAGNOSTICS-820430,ITEM_DIAGNOSTICS,SUPPORTED,0.025,10000,96,8,6,3,0.85,0.0,0.03,1,0.18,40,0.01,POLICY_DEVELOPMENT,820430,gaussian_mixture_v1.2,0.9,True,False,True,False,VERY_HIGH_MULTIPLICITY,FAMILY_CLUSTER_BOOTSTRAP,0.017279285186987552,0.02193028727582017,False,True,False,True,False,False,False,GENERAL_STRESS
POLICY_DEVELOPMENT-ITEM_DIAGNOSTICS-820430,ITEM_DIAGNOSTICS,SUPPORTED,0.025,10000,96,8,6,3,0.85,0.0,0.03,1,0.18,40,0.01,POLICY_DEVELOPMENT,820430,gaussian_mixture_v1.2,0.9,True,False,True,False,VERY_HIGH_MULTIPLICITY,FAMILY_BALANCED,0.017279285186987552,0.020833772912029157,False,True,False,True,False,False,False,GENERAL_STRESS
POLICY_DEVELOPMENT-ITEM_DIAGNOSTICS-820430,ITEM_DIAGNOSTICS,SUPPORTED,0.025,10000,96,8,6,3,0.85,0.0,0.03,1,0.18,40,0.01,POLICY_DEVELOPMENT,820430,gaussian_mixture_v1.2,0.9,True,False,True,False,VERY_HIGH_MULTIPLICITY,ONE_MODEL_PER_FAMILY,0.017279285186987552,0.07348469228349534,False,True,False,True,False,False,False,GENERAL_STRESS
POLICY_DEVELOPMENT-ITEM_DIAGNOSTICS-820430,ITEM_DIAGNOSTICS,SUPPORTED,0.025,10000,96,8,6,3,0.85,0.0,0.03,1,0.18,40,0.01,POLICY_DEVELOPMENT,820430,gaussian_mixture_v1.2,0.9,True,False,True,False,VERY_HIGH_MULTIPLICITY,VALIDEVAL_LICENSING,0.017279285186987552,0.02193028727582017,False,True,False,True,False,False,False,GENERAL_STRESS
POLICY_DEVELOPMENT-ITEM_DIAGNOSTICS-820431,ITEM_DIAGNOSTICS,SUPPORTED,0.06,1000000,96,8,6,3,0.85,0.0,0.03,1,0.18,40,0.01,POLICY_DEVELOPMENT,820431,gaussian_mixture_v1.3,0.95,True,True,True,False,NEARLY_TIED_TOP_K,NAIVE_CHECKPOINT,0.03771232778180548,0.00017999999999999998,True,True,False,False,True,False,True,GENERAL_STRESS
POLICY_DEVELOPMENT-ITEM_DIAGNOSTICS-820431,ITEM_DIAGNOSTICS,SUPPORTED,0.06,1000000,96,8,6,3,0.85,0.0,0.03,1,0.18,40,0.01,POLICY_DEVELOPMENT,820431,gaussian_mixture_v1.3,0.95,True,True,True,False,NEARLY_TIED_TOP_K,FAMILY_CLUSTER_BOOTSTRAP,0.03771232778180548,0.02193028727582017,False,True,False,True,False,False,False,GENERAL_STRESS
