method,family_count,models_per_family,family_correlation,family_imbalance,ability_spread,false_directional_decisions,CI_undercoverage,inflated_significance,false_transport,power,abstention,observations
ONE_MODEL_PER_FAMILY,10,1,0.85,0.9,0.25,0.0,0.0,0.0,0.0,0.0,1.0,4
ONE_MODEL_PER_FAMILY,10,1,0.9,0.0,0.03,0.0,0.0,0.0,0.0,0.5,0.6,10
ONE_MODEL_PER_FAMILY,10,1,0.9,0.0,0.1,0.0,0.0,0.0,0.0,0.0,1.0,2
ONE_MODEL_PER_FAMILY,10,1,0.9,0.9,0.1,0.0,0.0,0.0,0.0,0.6666666666666666,0.5,8
ONE_MODEL_PER_FAMILY,10,1,0.9,0.9,0.25,0.0,0.0,0.0,0.0,0.25,0.875,8
ONE_MODEL_PER_FAMILY,10,3,0.05,0.0,0.03,0.0,0.0,0.0,0.0,0.5,0.8333333333333334,6
ONE_MODEL_PER_FAMILY,10,3,0.05,0.0,0.25,0.0,0.0,0.0,0.0,0.0,1.0,2
ONE_MODEL_PER_FAMILY,10,3,0.05,0.5,0.03,0.0,0.0,0.0,0.0,0.125,0.9,10
ONE_MODEL_PER_FAMILY,10,3,0.2,0.0,0.03,0.1,0.09999999999999998,0.0,0.0,0.0,0.9,10
ONE_MODEL_PER_FAMILY,10,3,0.2,0.5,0.1,0.0,0.0,0.0,0.0,0.0,1.0,8
ONE_MODEL_PER_FAMILY,10,3,0.45,0.0,0.03,0.0,0.0,0.0,0.0,1.0,0.6666666666666667,6
ONE_MODEL_PER_FAMILY,10,3,0.45,0.0,0.25,0.0,0.0,0.0,0.0,0.0,1.0,2
ONE_MODEL_PER_FAMILY,10,3,0.45,0.5,0.03,0.0,0.0,0.0,0.0,0.0,1.0,10
ONE_MODEL_PER_FAMILY,10,3,0.6,0.0,0.03,0.0,0.0,0.0,0.0,0.0,1.0,10
ONE_MODEL_PER_FAMILY,10,3,0.6,0.5,0.1,0.0,0.0,0.0,0.0,0.25,0.875,8
ONE_MODEL_PER_FAMILY,10,3,0.85,0.0,0.03,0.0,0.0,0.0,0.0,1.0,0.6666666666666667,6
ONE_MODEL_PER_FAMILY,10,3,0.85,0.0,0.25,0.0,0.0,0.0,0.0,0.0,1.0,2
ONE_MODEL_PER_FAMILY,10,3,0.85,0.5,0.03,0.0,0.0,0.0,0.0,0.0,1.0,10
ONE_MODEL_PER_FAMILY,10,3,0.9,0.0,0.03,0.0,0.0,0.0,0.0,0.125,0.9,10
ONE_MODEL_PER_FAMILY,10,3,0.9,0.5,0.1,0.0,0.0,0.0,0.0,0.0,1.0,8
ONE_MODEL_PER_FAMILY,10,8,0.05,0.5,0.1,0.0,0.33333333333333337,0.0,0.0,0.0,1.0,6
ONE_MODEL_PER_FAMILY,10,8,0.05,0.9,0.1,0.0,0.0,0.0,0.0,0.25,0.8571428571428572,14
ONE_MODEL_PER_FAMILY,10,8,0.2,0.5,0.03,0.0,0.0,0.0,0.0,0.0,1.0,4
ONE_MODEL_PER_FAMILY,10,8,0.2,0.5,0.1,0.0,0.0,0.0,0.0,0.3333333333333333,0.75,8
ONE_MODEL_PER_FAMILY,10,8,0.2,0.9,0.25,0.0,0.0,0.0,0.0,0.5,0.5,2
ONE_MODEL_PER_FAMILY,10,8,0.45,0.5,0.1,0.0,0.0,0.0,0.0,0.25,0.8333333333333334,6
ONE_MODEL_PER_FAMILY,10,8,0.45,0.9,0.1,0.0,0.0714285714285714,0.0,0.0,0.375,0.7857142857142857,14
ONE_MODEL_PER_FAMILY,10,8,0.6,0.5,0.03,0.0,0.0,0.0,0.0,0.0,1.0,4
ONE_MODEL_PER_FAMILY,10,8,0.6,0.5,0.1,0.0,0.0,0.0,0.0,0.5,0.625,8
ONE_MODEL_PER_FAMILY,10,8,0.6,0.9,0.25,0.0,0.0,0.0,0.0,0.5,0.5,2
ONE_MODEL_PER_FAMILY,10,8,0.85,0.5,0.1,0.0,0.0,0.0,0.0,0.0,1.0,6
ONE_MODEL_PER_FAMILY,10,8,0.85,0.9,0.1,0.0,0.0,0.0,0.0,0.375,0.7857142857142857,14
ONE_MODEL_PER_FAMILY,10,8,0.9,0.5,0.03,0.0,0.0,0.0,0.0,0.0,1.0,4
ONE_MODEL_PER_FAMILY,10,8,0.9,0.5,0.1,0.0,0.0,0.0,0.0,0.3333333333333333,0.75,8
ONE_MODEL_PER_FAMILY,10,8,0.9,0.9,0.25,0.0,0.0,0.0,0.0,0.5,0.5,2
VALIDEVAL_LICENSING,2,1,0.05,0.0,0.03,0.0,0.0,0.0,0.0,0.0,1.0,10
VALIDEVAL_LICENSING,2,1,0.05,0.0,0.25,0.0,0.09999999999999998,0.0,0.0,0.0,1.0,10
VALIDEVAL_LICENSING,2,1,0.05,0.9,0.1,0.0,0.0,0.0,0.0,0.0,1.0,6
VALIDEVAL_LICENSING,2,1,0.2,0.0,0.03,0.0,0.0,0.0,0.0,0.0,1.0,4
VALIDEVAL_LICENSING,2,1,0.2,0.0,0.25,0.0,0.0,0.0,0.0,0.0,1.0,14
VALIDEVAL_LICENSING,2,1,0.2,0.9,0.25,0.0,0.0,0.0,0.0,0.0,1.0,4
VALIDEVAL_LICENSING,2,1,0.45,0.0,0.03,0.0,0.0,0.0,0.0,0.0,1.0,10
VALIDEVAL_LICENSING,2,1,0.45,0.0,0.25,0.0,0.0,0.0,0.0,0.0,1.0,10
VALIDEVAL_LICENSING,2,1,0.45,0.9,0.1,0.0,0.0,0.0,0.0,0.0,1.0,6
VALIDEVAL_LICENSING,2,1,0.6,0.0,0.03,0.0,0.0,0.0,0.0,0.0,1.0,4
VALIDEVAL_LICENSING,2,1,0.6,0.0,0.25,0.0,0.0,0.0,0.0,0.0,1.0,14
VALIDEVAL_LICENSING,2,1,0.6,0.9,0.25,0.0,0.0,0.0,0.0,0.0,1.0,4
VALIDEVAL_LICENSING,2,1,0.85,0.0,0.03,0.0,0.0,0.0,0.0,0.0,1.0,10
VALIDEVAL_LICENSING,2,1,0.85,0.0,0.25,0.0,0.09999999999999998,0.0,0.0,0.0,1.0,10
VALIDEVAL_LICENSING,2,1,0.85,0.9,0.1,0.0,0.0,0.0,0.0,0.0,1.0,6
VALIDEVAL_LICENSING,2,1,0.9,0.0,0.03,0.0,0.0,0.0,0.0,0.0,1.0,4
VALIDEVAL_LICENSING,2,1,0.9,0.0,0.25,0.0,0.0,0.0,0.0,0.0,1.0,14
VALIDEVAL_LICENSING,2,1,0.9,0.9,0.25,0.0,0.0,0.0,0.0,0.0,1.0,4
VALIDEVAL_LICENSING,2,3,0.05,0.5,0.03,0.0,0.0,0.0,0.0,0.0,1.0,16
VALIDEVAL_LICENSING,2,3,0.05,0.5,0.1,0.0,0.0,0.0,0.0,0.0,1.0,4
VALIDEVAL_LICENSING,2,3,0.2,0.0,0.03,0.0,0.0,0.0,0.0,0.0,1.0,6
VALIDEVAL_LICENSING,2,3,0.2,0.0,0.25,0.0,0.0,0.0,0.0,0.0,1.0,2
VALIDEVAL_LICENSING,2,3,0.2,0.5,0.03,0.0,0.09999999999999998,0.0,0.0,0.0,1.0,10
VALIDEVAL_LICENSING,2,3,0.45,0.5,0.03,0.0,0.125,0.0,0.0,0.0,1.0,16
VALIDEVAL_LICENSING,2,3,0.45,0.5,0.1,0.0,0.0,0.0,0.0,0.0,1.0,4
VALIDEVAL_LICENSING,2,3,0.6,0.0,0.03,0.0,0.0,0.0,0.0,0.0,1.0,6
VALIDEVAL_LICENSING,2,3,0.6,0.0,0.25,0.0,0.0,0.0,0.0,0.0,1.0,2
VALIDEVAL_LICENSING,2,3,0.6,0.5,0.03,0.0,0.0,0.0,0.0,0.0,1.0,10
VALIDEVAL_LICENSING,2,3,0.85,0.5,0.03,0.0,0.0,0.0,0.0,0.0,1.0,16
VALIDEVAL_LICENSING,2,3,0.85,0.5,0.1,0.0,0.0,0.0,0.0,0.0,1.0,4
VALIDEVAL_LICENSING,2,3,0.9,0.0,0.03,0.0,0.0,0.0,0.0,0.0,1.0,6
VALIDEVAL_LICENSING,2,3,0.9,0.0,0.25,0.0,0.0,0.0,0.0,0.0,1.0,2
VALIDEVAL_LICENSING,2,3,0.9,0.5,0.03,0.0,0.0,0.0,0.0,0.0,1.0,10
VALIDEVAL_LICENSING,2,8,0.05,0.9,0.1,0.0,0.0,0.0,0.0,0.0,1.0,14
VALIDEVAL_LICENSING,2,8,0.2,0.5,0.1,0.0,0.0,0.0,0.0,0.0,1.0,6
VALIDEVAL_LICENSING,2,8,0.2,0.9,0.1,0.0,0.0,0.0,0.0,0.0,1.0,14
VALIDEVAL_LICENSING,2,8,0.45,0.9,0.1,0.0,0.0,0.0,0.0,0.0,1.0,14
VALIDEVAL_LICENSING,2,8,0.6,0.5,0.1,0.0,0.16666666666666663,0.0,0.0,0.0,1.0,6
VALIDEVAL_LICENSING,2,8,0.6,0.9,0.1,0.0,0.0714285714285714,0.0,0.0,0.0,1.0,14
VALIDEVAL_LICENSING,2,8,0.85,0.9,0.1,0.0,0.0714285714285714,0.0,0.0,0.0,1.0,14
VALIDEVAL_LICENSING,2,8,0.9,0.5,0.1,0.0,0.0,0.0,0.0,0.0,1.0,6
VALIDEVAL_LICENSING,2,8,0.9,0.9,0.1,0.0,0.0,0.0,0.0,0.0,1.0,14
VALIDEVAL_LICENSING,4,1,0.05,0.0,0.03,0.0,0.09999999999999998,0.0,0.0,0.3333333333333333,0.8,10
VALIDEVAL_LICENSING,4,1,0.05,0.0,0.25,0.0,0.0,0.0,0.0,0.0,1.0,6
VALIDEVAL_LICENSING,4,1,0.05,0.9,0.1,0.0,0.09999999999999998,0.0,0.0,0.0,1.0,10
VALIDEVAL_LICENSING,4,1,0.2,0.0,0.03,0.0,0.0,0.0,0.0,0.5,0.7,10
VALIDEVAL_LICENSING,4,1,0.2,0.0,0.25,0.0,0.0,0.0,0.0,0.6666666666666666,0.6,10
VALIDEVAL_LICENSING,4,1,0.2,0.9,0.1,0.0,0.0,0.0,0.0,0.25,0.8333333333333334,6
VALIDEVAL_LICENSING,4,1,0.45,0.0,0.03,0.0,0.0,0.0,0.0,0.0,1.0,10
VALIDEVAL_LICENSING,4,1,0.45,0.0,0.25,0.16666666666666666,0.33333333333333337,0.0,0.0,0.25,0.6666666666666667,6
VALIDEVAL_LICENSING,4,1,0.45,0.9,0.1,0.0,0.0,0.0,0.0,0.16666666666666666,0.9,10
VALIDEVAL_LICENSING,4,1,0.6,0.0,0.03,0.0,0.09999999999999998,0.0,0.0,0.3333333333333333,0.8,10
VALIDEVAL_LICENSING,4,1,0.6,0.0,0.25,0.0,0.09999999999999998,0.0,0.0,0.0,1.0,10
VALIDEVAL_LICENSING,4,1,0.6,0.9,0.1,0.0,0.0,0.0,0.0,0.25,0.8333333333333334,6
VALIDEVAL_LICENSING,4,1,0.85,0.0,0.03,0.0,0.0,0.0,0.0,0.3333333333333333,0.8,10
VALIDEVAL_LICENSING,4,1,0.85,0.0,0.25,0.0,0.0,0.0,0.0,0.0,1.0,6
VALIDEVAL_LICENSING,4,1,0.85,0.9,0.1,0.0,0.0,0.0,0.0,0.5,0.7,10
VALIDEVAL_LICENSING,4,1,0.9,0.0,0.03,0.0,0.09999999999999998,0.0,0.0,0.3333333333333333,0.8,10
VALIDEVAL_LICENSING,4,1,0.9,0.0,0.25,0.0,0.0,0.0,0.0,0.16666666666666666,0.9,10
VALIDEVAL_LICENSING,4,1,0.9,0.9,0.1,0.0,0.16666666666666663,0.0,0.0,0.5,0.6666666666666667,6
VALIDEVAL_LICENSING,4,3,0.05,0.0,0.03,0.0,0.0,0.0,0.0,0.0,1.0,2
VALIDEVAL_LICENSING,4,3,0.05,0.0,0.25,0.0,0.0,0.0,0.0,0.0,1.0,2
VALIDEVAL_LICENSING,4,3,0.05,0.5,0.1,0.0,0.09999999999999998,0.0,0.0,0.75,0.4,10
VALIDEVAL_LICENSING,4,3,0.2,0.5,0.03,0.0,0.0,0.0,0.0,0.4,0.75,16
VALIDEVAL_LICENSING,4,3,0.2,0.5,0.1,0.0,0.0,0.0,0.0,1.0,0.5,4
VALIDEVAL_LICENSING,4,3,0.45,0.0,0.03,0.0,0.0,0.0,0.0,0.0,1.0,2
VALIDEVAL_LICENSING,4,3,0.45,0.0,0.25,0.0,0.0,0.0,0.0,0.0,1.0,2
VALIDEVAL_LICENSING,4,3,0.45,0.5,0.1,0.0,0.0,0.0,0.0,0.375,0.7,10
VALIDEVAL_LICENSING,4,3,0.6,0.5,0.03,0.0625,0.125,0.0,0.0,0.3,0.75,16
VALIDEVAL_LICENSING,4,3,0.6,0.5,0.1,0.0,0.0,0.0,0.0,1.0,0.5,4
VALIDEVAL_LICENSING,4,3,0.85,0.0,0.03,0.0,0.0,0.0,0.0,0.0,1.0,2
VALIDEVAL_LICENSING,4,3,0.85,0.0,0.25,0.0,0.0,0.0,0.0,0.5,0.5,2
VALIDEVAL_LICENSING,4,3,0.85,0.5,0.1,0.1,0.09999999999999998,0.0,0.1,0.375,0.6,10
VALIDEVAL_LICENSING,4,3,0.9,0.5,0.03,0.0,0.0,0.0,0.0,0.2,0.875,16
VALIDEVAL_LICENSING,4,3,0.9,0.5,0.1,0.0,0.0,0.0,0.0,1.0,0.5,4
VALIDEVAL_LICENSING,4,8,0.05,0.5,0.03,0.0,0.0,0.0,0.0,0.125,0.9,10
VALIDEVAL_LICENSING,4,8,0.05,0.9,0.1,0.0,0.0,0.0,0.0,0.0,1.0,2
VALIDEVAL_LICENSING,4,8,0.05,0.9,0.25,0.0,0.0,0.0,0.0,0.0,1.0,8
VALIDEVAL_LICENSING,4,8,0.2,0.9,0.1,0.0,0.0714285714285714,0.0,0.0,0.25,0.7857142857142857,14
VALIDEVAL_LICENSING,4,8,0.45,0.5,0.03,0.0,0.0,0.0,0.0,0.5,0.6,10
VALIDEVAL_LICENSING,4,8,0.45,0.9,0.1,0.0,0.0,0.0,0.0,0.0,1.0,2
VALIDEVAL_LICENSING,4,8,0.45,0.9,0.25,0.0,0.125,0.0,0.0,0.16666666666666666,0.875,8
VALIDEVAL_LICENSING,4,8,0.6,0.9,0.1,0.0,0.0,0.0,0.0,0.3333333333333333,0.7142857142857143,14
VALIDEVAL_LICENSING,4,8,0.85,0.5,0.03,0.0,0.0,0.0,0.0,0.375,0.7,10
VALIDEVAL_LICENSING,4,8,0.85,0.9,0.1,0.0,0.0,0.0,0.0,0.0,1.0,2
VALIDEVAL_LICENSING,4,8,0.85,0.9,0.25,0.0,0.0,0.0,0.0,0.16666666666666666,0.875,8
VALIDEVAL_LICENSING,4,8,0.9,0.9,0.1,0.0,0.0,0.0,0.0,0.5,0.5714285714285714,14
VALIDEVAL_LICENSING,6,1,0.05,0.0,0.03,0.0,0.0,0.0,0.0,0.5,0.6,10
VALIDEVAL_LICENSING,6,1,0.05,0.0,0.1,0.0,0.0,0.0,0.0,0.0,1.0,2
VALIDEVAL_LICENSING,6,1,0.05,0.9,0.1,0.0,0.125,0.0,0.0,0.5,0.625,8
VALIDEVAL_LICENSING,6,1,0.05,0.9,0.25,0.0,0.0,0.0,0.0,0.0,1.0,8
VALIDEVAL_LICENSING,6,1,0.2,0.0,0.03,0.0,0.09999999999999998,0.0,0.0,0.5,0.7,10
VALIDEVAL_LICENSING,6,1,0.2,0.0,0.25,0.0,0.16666666666666663,0.0,0.0,0.0,1.0,6
VALIDEVAL_LICENSING,6,1,0.2,0.9,0.1,0.0,0.09999999999999998,0.0,0.0,0.16666666666666666,0.9,10
VALIDEVAL_LICENSING,6,1,0.45,0.0,0.03,0.0,0.0,0.0,0.0,0.5,0.6,10
VALIDEVAL_LICENSING,6,1,0.45,0.0,0.1,0.0,0.0,0.0,0.0,0.0,1.0,2
VALIDEVAL_LICENSING,6,1,0.45,0.9,0.1,0.0,0.0,0.0,0.0,0.16666666666666666,0.875,8
VALIDEVAL_LICENSING,6,1,0.45,0.9,0.25,0.0,0.125,0.0,0.0,0.5,0.75,8
VALIDEVAL_LICENSING,6,1,0.6,0.0,0.03,0.0,0.09999999999999998,0.0,0.0,0.16666666666666666,0.9,10
VALIDEVAL_LICENSING,6,1,0.6,0.0,0.25,0.0,0.16666666666666663,0.0,0.0,0.5,0.6666666666666667,6
VALIDEVAL_LICENSING,6,1,0.6,0.9,0.1,0.0,0.0,0.0,0.0,0.5,0.7,10
VALIDEVAL_LICENSING,6,1,0.85,0.0,0.03,0.0,0.0,0.0,0.0,0.375,0.7,10
VALIDEVAL_LICENSING,6,1,0.85,0.0,0.1,0.0,0.0,0.0,0.0,0.0,1.0,2
VALIDEVAL_LICENSING,6,1,0.85,0.9,0.1,0.0,0.0,0.0,0.0,0.3333333333333333,0.75,8
VALIDEVAL_LICENSING,6,1,0.85,0.9,0.25,0.0,0.0,0.0,0.0,0.5,0.75,8
VALIDEVAL_LICENSING,6,1,0.9,0.0,0.03,0.0,0.09999999999999998,0.0,0.0,0.3333333333333333,0.8,10
VALIDEVAL_LICENSING,6,1,0.9,0.0,0.25,0.0,0.0,0.0,0.0,0.25,0.8333333333333334,6
VALIDEVAL_LICENSING,6,1,0.9,0.9,0.1,0.0,0.0,0.0,0.0,0.6666666666666666,0.6,10
VALIDEVAL_LICENSING,6,3,0.05,0.0,0.03,0.0,0.0,0.0,0.0,0.25,0.8,10
VALIDEVAL_LICENSING,6,3,0.05,0.5,0.1,0.0,0.0,0.0,0.0,0.0,1.0,8
VALIDEVAL_LICENSING,6,3,0.2,0.0,0.03,0.0,0.0,0.0,0.0,0.0,1.0,2
VALIDEVAL_LICENSING,6,3,0.2,0.0,0.25,0.0,0.0,0.0,0.0,0.0,1.0,2
VALIDEVAL_LICENSING,6,3,0.2,0.5,0.1,0.0,0.0,0.0,0.0,0.875,0.30000000000000004,10
VALIDEVAL_LICENSING,6,3,0.45,0.0,0.03,0.0,0.09999999999999998,0.0,0.0,0.0,1.0,10
VALIDEVAL_LICENSING,6,3,0.45,0.5,0.1,0.0,0.0,0.0,0.0,0.25,0.875,8
VALIDEVAL_LICENSING,6,3,0.6,0.0,0.03,0.0,0.0,0.0,0.0,0.0,1.0,2
VALIDEVAL_LICENSING,6,3,0.6,0.0,0.25,0.0,0.0,0.0,0.0,0.0,1.0,2
VALIDEVAL_LICENSING,6,3,0.6,0.5,0.1,0.0,0.0,0.0,0.0,0.625,0.5,10
VALIDEVAL_LICENSING,6,3,0.85,0.0,0.03,0.0,0.0,0.0,0.0,0.0,1.0,10
VALIDEVAL_LICENSING,6,3,0.85,0.5,0.1,0.0,0.0,0.0,0.0,0.0,1.0,8
VALIDEVAL_LICENSING,6,3,0.9,0.0,0.03,0.0,0.0,0.0,0.0,0.0,1.0,2
VALIDEVAL_LICENSING,6,3,0.9,0.0,0.25,0.0,0.0,0.0,0.0,0.5,0.5,2
VALIDEVAL_LICENSING,6,3,0.9,0.5,0.1,0.0,0.0,0.0,0.0,0.375,0.7,10
VALIDEVAL_LICENSING,6,8,0.05,0.5,0.03,0.0,0.0,0.0,0.0,0.0,1.0,4
VALIDEVAL_LICENSING,6,8,0.05,0.5,0.1,0.0,0.125,0.0,0.0,0.16666666666666666,0.875,8
VALIDEVAL_LICENSING,6,8,0.05,0.9,0.25,0.0,0.0,0.0,0.0,0.0,1.0,2
VALIDEVAL_LICENSING,6,8,0.2,0.5,0.03,0.0,0.0,0.0,0.0,0.375,0.7,10
VALIDEVAL_LICENSING,6,8,0.2,0.9,0.1,0.0,0.0,0.0,0.0,0.0,1.0,2
VALIDEVAL_LICENSING,6,8,0.2,0.9,0.25,0.0,0.0,0.0,0.0,0.5,0.625,8
VALIDEVAL_LICENSING,6,8,0.45,0.5,0.03,0.0,0.0,0.0,0.0,0.0,1.0,4
VALIDEVAL_LICENSING,6,8,0.45,0.5,0.1,0.0,0.0,0.0,0.0,0.3333333333333333,0.75,8
VALIDEVAL_LICENSING,6,8,0.45,0.9,0.25,0.0,0.0,0.0,0.0,1.0,0.0,2
VALIDEVAL_LICENSING,6,8,0.6,0.5,0.03,0.0,0.0,0.0,0.0,0.375,0.7,10
VALIDEVAL_LICENSING,6,8,0.6,0.9,0.1,0.0,0.0,0.0,0.0,0.0,1.0,2
VALIDEVAL_LICENSING,6,8,0.6,0.9,0.25,0.0,0.0,0.0,0.0,0.3333333333333333,0.75,8
VALIDEVAL_LICENSING,6,8,0.85,0.5,0.03,0.0,0.25,0.0,0.0,1.0,0.5,4
VALIDEVAL_LICENSING,6,8,0.85,0.5,0.1,0.0,0.0,0.0,0.0,0.3333333333333333,0.75,8
VALIDEVAL_LICENSING,6,8,0.85,0.9,0.25,0.0,0.0,0.0,0.0,0.5,0.5,2
VALIDEVAL_LICENSING,6,8,0.9,0.5,0.03,0.0,0.0,0.0,0.0,0.375,0.7,10
VALIDEVAL_LICENSING,6,8,0.9,0.9,0.1,0.0,0.0,0.0,0.0,0.0,1.0,2
VALIDEVAL_LICENSING,6,8,0.9,0.9,0.25,0.0,0.125,0.0,0.0,0.5,0.625,8
VALIDEVAL_LICENSING,10,1,0.05,0.0,0.03,0.0,0.0,0.0,0.0,0.0,1.0,4
VALIDEVAL_LICENSING,10,1,0.05,0.0,0.25,0.0,0.0,0.0,0.0,0.0,1.0,14
VALIDEVAL_LICENSING,10,1,0.05,0.9,0.25,0.0,0.0,0.0,0.0,0.0,1.0,4
VALIDEVAL_LICENSING,10,1,0.2,0.0,0.03,0.0,0.0,0.0,0.0,0.625,0.5,10
VALIDEVAL_LICENSING,10,1,0.2,0.0,0.1,0.0,0.0,0.0,0.0,0.0,1.0,2
VALIDEVAL_LICENSING,10,1,0.2,0.9,0.1,0.0,0.125,0.0,0.0,0.5,0.625,8
VALIDEVAL_LICENSING,10,1,0.2,0.9,0.25,0.0,0.0,0.0,0.0,0.0,1.0,8
VALIDEVAL_LICENSING,10,1,0.45,0.0,0.03,0.0,0.0,0.0,0.0,0.0,1.0,4
VALIDEVAL_LICENSING,10,1,0.45,0.0,0.25,0.0,0.0714285714285714,0.0,0.0,0.2,0.8571428571428572,14
VALIDEVAL_LICENSING,10,1,0.45,0.9,0.25,0.0,0.0,0.0,0.0,0.0,1.0,4
VALIDEVAL_LICENSING,10,1,0.6,0.0,0.03,0.0,0.0,0.0,0.0,0.875,0.30000000000000004,10
VALIDEVAL_LICENSING,10,1,0.6,0.0,0.1,0.0,0.0,0.0,0.0,0.0,1.0,2
VALIDEVAL_LICENSING,10,1,0.6,0.9,0.1,0.0,0.0,0.0,0.0,0.5,0.625,8
VALIDEVAL_LICENSING,10,1,0.6,0.9,0.25,0.0,0.25,0.0,0.0,0.75,0.625,8
VALIDEVAL_LICENSING,10,1,0.85,0.0,0.03,0.0,0.0,0.0,0.0,0.0,1.0,4
VALIDEVAL_LICENSING,10,1,0.85,0.0,0.25,0.0,0.0,0.0,0.0,0.1,0.9285714285714286,14
VALIDEVAL_LICENSING,10,1,0.85,0.9,0.25,0.0,0.0,0.0,0.0,0.0,1.0,4
VALIDEVAL_LICENSING,10,1,0.9,0.0,0.03,0.0,0.09999999999999998,0.0,0.0,0.5,0.6,10
VALIDEVAL_LICENSING,10,1,0.9,0.0,0.1,0.0,0.0,0.0,0.0,0.0,1.0,2
VALIDEVAL_LICENSING,10,1,0.9,0.9,0.1,0.0,0.0,0.0,0.0,0.5,0.625,8
VALIDEVAL_LICENSING,10,1,0.9,0.9,0.25,0.0,0.0,0.0,0.0,0.5,0.75,8
VALIDEVAL_LICENSING,10,3,0.05,0.0,0.03,0.0,0.0,0.0,0.0,0.5,0.8333333333333334,6
VALIDEVAL_LICENSING,10,3,0.05,0.0,0.25,0.0,0.0,0.0,0.0,0.5,0.5,2
VALIDEVAL_LICENSING,10,3,0.05,0.5,0.03,0.0,0.0,0.0,0.0,0.5,0.6,10
VALIDEVAL_LICENSING,10,3,0.2,0.0,0.03,0.0,0.0,0.0,0.0,0.25,0.8,10
VALIDEVAL_LICENSING,10,3,0.2,0.5,0.1,0.0,0.0,0.0,0.0,0.25,0.875,8
VALIDEVAL_LICENSING,10,3,0.45,0.0,0.03,0.0,0.0,0.0,0.0,1.0,0.6666666666666667,6
VALIDEVAL_LICENSING,10,3,0.45,0.0,0.25,0.0,0.0,0.0,0.0,0.5,0.5,2
VALIDEVAL_LICENSING,10,3,0.45,0.5,0.03,0.0,0.0,0.0,0.0,0.0,1.0,10
VALIDEVAL_LICENSING,10,3,0.6,0.0,0.03,0.0,0.0,0.0,0.0,0.125,0.9,10
VALIDEVAL_LICENSING,10,3,0.6,0.5,0.1,0.0,0.0,0.0,0.0,0.25,0.875,8
VALIDEVAL_LICENSING,10,3,0.85,0.0,0.03,0.0,0.16666666666666663,0.0,0.0,1.0,0.6666666666666667,6
VALIDEVAL_LICENSING,10,3,0.85,0.0,0.25,0.0,0.0,0.0,0.0,0.0,1.0,2
VALIDEVAL_LICENSING,10,3,0.85,0.5,0.03,0.0,0.09999999999999998,0.0,0.0,0.125,0.9,10
VALIDEVAL_LICENSING,10,3,0.9,0.0,0.03,0.0,0.0,0.0,0.0,0.5,0.6,10
VALIDEVAL_LICENSING,10,3,0.9,0.5,0.1,0.0,0.125,0.0,0.0,0.0,1.0,8
VALIDEVAL_LICENSING,10,8,0.05,0.5,0.1,0.0,0.16666666666666663,0.0,0.0,0.0,1.0,6
VALIDEVAL_LICENSING,10,8,0.05,0.9,0.1,0.0,0.0714285714285714,0.0,0.0,0.875,0.5,14
VALIDEVAL_LICENSING,10,8,0.2,0.5,0.03,0.0,0.0,0.0,0.0,0.0,1.0,4
VALIDEVAL_LICENSING,10,8,0.2,0.5,0.1,0.0,0.125,0.0,0.0,0.3333333333333333,0.75,8
VALIDEVAL_LICENSING,10,8,0.2,0.9,0.25,0.0,0.0,0.0,0.0,0.0,1.0,2
VALIDEVAL_LICENSING,10,8,0.45,0.5,0.1,0.0,0.16666666666666663,0.0,0.0,0.5,0.6666666666666667,6
VALIDEVAL_LICENSING,10,8,0.45,0.9,0.1,0.0,0.0,0.0,0.0,0.25,0.8571428571428572,14
VALIDEVAL_LICENSING,10,8,0.6,0.5,0.03,0.0,0.0,0.0,0.0,0.0,1.0,4
VALIDEVAL_LICENSING,10,8,0.6,0.5,0.1,0.0,0.125,0.0,0.0,0.5,0.625,8
VALIDEVAL_LICENSING,10,8,0.6,0.9,0.25,0.0,0.5,0.0,0.0,1.0,0.0,2
VALIDEVAL_LICENSING,10,8,0.85,0.5,0.1,0.0,0.0,0.0,0.0,0.75,0.5,6
VALIDEVAL_LICENSING,10,8,0.85,0.9,0.1,0.0,0.0714285714285714,0.0,0.0,0.5,0.7142857142857143,14
VALIDEVAL_LICENSING,10,8,0.9,0.5,0.03,0.0,0.0,0.0,0.0,1.0,0.5,4
VALIDEVAL_LICENSING,10,8,0.9,0.5,0.1,0.0,0.0,0.0,0.0,0.5,0.625,8
VALIDEVAL_LICENSING,10,8,0.9,0.9,0.25,0.0,0.0,0.0,0.0,0.5,0.5,2
